episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason,route
2292,2,-200.32,1.04,2.51,0.0000,0.0000,0,collision,
2293,124,281.13,19.75,153.55,0.0000,0.0152,1,goal,
2294,188,-97.07,13.87,626.08,0.0000,0.0713,0,collision,
2295,118,284.18,16.36,160.36,0.0000,0.0000,1,goal,
2296,175,266.94,13.14,167.88,0.0000,0.0713,1,goal,
2297,139,-146.35,12.03,237.17,0.0043,0.0310,0,collision,
2298,197,303.37,13.34,510.91,0.0000,0.0136,1,goal,
2299,48,-155.92,25.01,-13.48,0.0000,0.0174,0,collision,
2300,260,146.02,9.89,211.78,0.0000,0.1870,1,goal,
2301,107,-118.62,16.10,108.61,0.0018,0.0222,0,collision,
2302,132,-172.42,10.29,222.83,0.0029,0.0000,0,collision,
2303,320,203.05,8.75,733.44,0.0000,0.1211,1,goal,
2304,134,-189.53,9.34,211.98,0.0149,0.0536,0,collision,
2305,256,208.57,10.61,227.84,0.0000,0.1161,1,goal,
2306,150,316.21,17.05,308.93,0.0000,0.0228,1,goal,
2307,189,304.12,15.26,398.46,0.0000,0.0000,1,goal,
2308,88,-157.40,15.57,98.03,0.0000,0.0000,0,collision,
2309,77,-146.76,16.16,62.91,0.0260,0.0534,0,collision,
2310,107,300.69,23.17,152.30,0.0000,0.0000,1,goal,
2311,56,-226.47,4.89,129.25,0.0357,0.2839,0,collision,
2312,85,-113.09,24.72,-61.73,0.0235,0.0116,0,collision,
2313,8,-200.96,2.45,20.52,0.0421,0.0000,0,collision,
661,232,261.03,10.70,491.05,0.0000,0.0114,1,goal,
662,45,-168.21,15.35,27.58,0.0000,0.0532,0,collision,
663,137,-241.96,5.38,273.63,0.0000,0.0381,0,collision,
664,268,290.71,10.84,539.85,0.0000,0.0260,1,goal,
665,83,-116.79,26.00,-39.40,0.0000,0.0067,0,collision,
666,69,-138.66,18.22,-98.66,0.0290,0.0063,0,collision,
667,193,359.05,15.80,418.12,0.0000,0.0153,1,goal,
668,93,-157.33,10.27,271.90,0.0004,0.0721,0,collision,
669,99,300.36,22.95,57.92,0.0000,0.0000,1,goal,
670,32,-183.46,14.65,129.82,0.0242,0.0143,0,collision,
2314,178,-210.87,10.99,260.28,0.0112,0.0000,0,collision,
2315,79,286.29,31.48,-44.25,0.0000,0.0000,1,goal,
2316,232,254.57,10.97,640.15,0.0000,0.0223,1,goal,
2317,38,-170.46,15.05,84.21,0.0526,0.0000,0,collision,
2318,190,-136.45,11.20,476.33,0.0076,0.0367,0,collision,
2319,167,-228.63,8.16,284.63,0.0009,0.1096,0,collision,
2320,48,-162.64,17.44,32.73,0.0417,0.0636,0,collision,
2321,107,-216.78,4.44,427.23,0.0000,0.0161,0,collision,
2322,65,-138.99,21.40,-30.54,0.0308,0.0240,0,collision,
2323,151,-104.49,15.88,281.43,0.0124,0.0155,0,collision,
2324,105,-139.22,12.66,258.34,0.0000,0.0163,0,collision,
2325,107,-116.57,14.40,123.90,0.0000,0.0158,0,collision,
2326,198,296.90,11.96,579.97,0.0000,0.0484,1,goal,
2327,34,-167.02,22.81,99.24,0.0588,0.0197,0,collision,
2328,150,-74.81,15.33,530.36,0.0052,0.0080,0,collision,
2329,37,-176.54,14.19,54.78,0.0541,0.0880,0,collision,
2330,75,-121.84,27.23,65.49,0.0134,0.0338,0,collision,
2331,171,292.02,15.60,-26.78,0.0000,0.0033,1,goal,
2332,179,322.31,15.36,146.43,0.0000,0.0021,1,goal,
2333,54,-159.59,15.46,25.80,0.0000,0.0699,0,collision,
2334,114,302.29,20.08,-18.38,0.0000,0.0050,1,goal,
2335,63,-152.03,13.81,102.01,0.0229,0.0000,0,collision,
2336,303,-119.46,8.45,927.78,0.0001,0.0049,0,collision,
2337,38,-168.63,15.85,80.95,0.0526,0.0000,0,collision,
2338,45,-158.34,23.14,10.61,0.0430,0.0093,0,collision,
2339,280,313.57,10.24,755.99,0.0000,0.0209,1,goal,
2340,120,-99.18,20.13,118.90,0.0167,0.0669,0,collision,
2341,246,242.28,11.10,128.47,0.0000,0.0485,1,goal,
2342,237,-108.72,9.64,637.02,0.0084,0.0280,0,collision,
2343,211,-90.98,12.88,480.07,0.0000,0.0075,0,collision,
2344,64,-157.19,18.83,6.09,0.0064,0.0911,0,collision,
671,120,304.54,22.80,-95.16,0.0000,0.0000,1,goal,
672,121,308.69,18.96,164.25,0.0000,0.0000,1,goal,
673,169,315.13,15.59,306.18,0.0000,0.0000,1,goal,
674,188,292.93,12.96,587.57,0.0000,0.0187,1,goal,
675,61,-237.67,3.71,234.01,0.0040,0.4065,0,collision,
676,143,318.32,16.22,170.10,0.0000,0.0203,1,goal,
677,320,294.13,9.08,1019.28,0.0000,0.0000,1,goal,
678,12,-197.58,5.67,96.84,0.0000,0.0457,0,collision,
679,266,293.38,9.76,945.54,0.0000,0.0034,1,goal,
680,35,-167.54,18.84,95.15,0.0571,0.0000,0,collision,
2345,197,-250.96,9.16,375.36,0.0031,0.0000,0,collision,
2346,2,-200.32,1.04,2.51,0.0000,0.0000,0,collision,
2347,170,338.31,17.94,145.28,0.0000,0.0000,1,goal,
2348,100,297.17,22.83,-55.80,0.0000,0.0000,1,goal,
2349,268,264.31,10.22,713.29,0.0000,0.0238,1,goal,
2350,202,301.25,11.43,693.30,0.0000,0.0421,1,goal,
2351,99,-215.60,4.16,416.98,0.0202,0.0000,0,collision,
2352,174,350.96,17.62,184.18,0.0000,0.0070,1,goal,
2353,96,-148.72,12.91,388.40,0.0208,0.0066,0,collision,
2354,147,315.39,17.07,172.54,0.0000,0.0307,1,goal,
2355,52,-161.36,16.99,83.24,0.0385,0.0272,0,collision,
2356,249,245.78,10.64,318.13,0.0000,0.0133,1,goal,
2357,168,329.21,16.37,21.81,0.0000,0.0055,1,goal,
2358,86,-192.59,5.91,393.75,0.0000,0.1361,0,collision,
2359,295,280.77,9.46,687.67,0.0000,0.0052,1,goal,
2360,203,277.91,13.12,232.59,0.0000,0.0224,1,goal,
2361,81,-130.89,17.72,128.50,0.0247,0.0000,0,collision,
2362,65,-136.75,23.82,-74.19,0.0000,0.0151,0,collision,
2363,82,-133.02,18.78,126.68,0.0164,0.0274,0,collision,
2364,81,289.63,28.71,-144.75,0.0000,0.0074,1,goal,
2365,196,-104.73,11.81,475.94,0.0058,0.0052,0,collision,
2366,130,317.11,21.41,-168.82,0.0000,0.0000,1,goal,
2367,169,281.22,15.37,39.72,0.0000,0.1150,1,goal,
2368,122,-149.64,15.19,-84.72,0.0164,0.1554,0,collision,
2369,259,289.63,10.71,706.19,0.0000,0.0173,1,goal,
2370,66,-148.49,17.63,100.77,0.0000,0.0100,0,collision,
2371,321,-225.69,9.00,533.86,0.0062,0.0999,0,collision,
2372,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
2373,66,-150.53,14.46,175.24,0.0041,0.0000,0,collision,
681,196,319.17,13.42,307.17,0.0000,0.0000,1,goal,
682,126,305.39,18.35,226.62,0.0000,0.0066,1,goal,
683,127,-103.86,17.36,110.74,0.0046,0.0070,0,collision,
684,93,-171.17,9.82,341.75,0.0215,0.0343,0,collision,
685,175,-174.92,7.28,316.08,0.0000,0.0093,0,collision,
686,6,-201.36,1.77,13.40,0.0000,0.1526,0,collision,
687,218,323.28,10.34,1037.58,0.0000,0.0000,1,goal,
688,146,-153.51,7.81,607.16,0.0000,0.0000,0,collision,
689,62,-159.52,13.67,90.47,0.0247,0.0000,0,collision,
690,188,301.39,14.42,499.95,0.0000,0.0497,1,goal,
2374,288,-258.47,9.64,550.57,0.0069,0.0000,0,collision,
2375,259,249.63,11.02,134.44,0.0000,0.0207,1,goal,
2376,54,-160.20,13.13,120.58,0.0323,0.0000,0,collision,
2377,115,-210.54,5.70,530.05,0.0034,0.1428,0,collision,
2378,169,-210.18,5.53,583.12,0.0118,0.0000,0,collision,
2379,128,307.89,19.52,107.26,0.0000,0.0000,1,goal,
2380,171,329.69,16.05,-70.33,0.0000,0.0000,1,goal,
2381,150,-134.04,9.38,656.13,0.0000,0.0000,0,collision,
2382,90,-151.55,12.48,294.67,0.0101,0.0000,0,collision,
2383,97,-129.12,16.01,130.49,0.0062,0.0000,0,collision,
2384,40,-168.48,15.32,74.73,0.0000,0.0368,0,collision,
2385,150,298.33,15.17,52.67,0.0000,0.0000,1,goal,
2386,317,334.16,9.52,1085.42,0.0000,0.0249,1,goal,
2387,106,-127.74,16.87,271.94,0.0189,0.0165,0,collision,
2388,91,-137.68,17.24,55.92,0.0000,0.0248,0,collision,
2389,2,-200.76,0.47,0.61,0.2717,0.0445,0,collision,
2390,33,-188.52,7.70,246.21,0.0346,0.0000,0,collision,
2391,173,253.31,15.44,25.87,0.0000,0.0192,1,goal,
2392,29,-179.10,15.91,126.68,0.0690,0.0203,0,collision,
2393,3,-202.14,0.61,1.42,0.5651,0.0000,0,collision,
2394,67,-145.75,21.36,17.87,0.0299,0.0254,0,collision,
2395,366,261.92,8.01,1404.88,0.0000,0.0839,1,goal,
2396,214,230.16,11.91,143.63,0.0000,0.0000,1,goal,
2397,204,-175.80,7.67,740.57,0.0021,0.0790,0,collision,
2398,152,-148.13,12.68,-1.79,0.0132,0.0488,0,collision,
2399,107,-115.42,21.08,121.18,0.0117,0.0102,0,collision,
2400,72,-151.42,10.20,541.34,0.0000,0.0000,0,collision,
2401,168,-118.05,14.87,-26.51,0.0119,0.1087,0,collision,
2402,210,-82.86,12.87,471.52,0.0035,0.0524,0,collision,
691,237,256.05,10.76,798.04,0.0000,0.0258,1,goal,
692,118,-102.48,17.83,307.52,0.0083,0.0000,0,collision,
693,233,316.38,11.15,638.75,0.0000,0.0224,1,goal,
694,284,327.78,9.95,1053.68,0.0000,0.0161,1,goal,
695,269,233.16,8.39,742.50,0.0000,0.0161,1,goal,
696,122,-175.65,5.79,620.43,0.0094,0.0017,0,collision,
697,10,-198.41,5.30,84.38,0.2000,0.0000,0,collision,
698,112,-115.76,12.92,379.82,0.0000,0.0143,0,collision,
699,128,-101.43,17.15,125.54,0.0059,0.0387,0,collision,
700,2,-200.32,1.04,2.51,0.0000,0.0000,0,collision,
2403,587,-608.67,6.37,905.39,0.0000,0.0050,0,collision,
2404,170,298.63,14.66,148.42,0.0000,0.0000,1,goal,
2405,287,-76.25,9.50,1103.93,0.0070,0.0426,0,collision,
2406,306,-237.71,8.36,665.06,0.0005,0.1666,0,collision,
2407,114,305.55,20.22,38.29,0.0000,0.0000,1,goal,
2408,190,-154.43,11.08,130.86,0.0053,0.0302,0,collision,
2409,259,-103.16,11.48,491.15,0.0077,0.0000,0,collision,
2410,30,-178.82,13.98,48.19,0.0119,0.0056,0,collision,
2411,225,267.41,10.21,431.28,0.0000,0.0068,1,goal,
2412,179,-186.96,8.15,318.79,0.0000,0.0230,0,collision,
2413,149,298.27,16.32,287.40,0.0000,0.0198,1,goal,
2414,132,271.86,17.07,-55.47,0.0000,0.0277,1,goal,
2415,198,285.08,13.86,152.71,0.0000,0.0596,1,goal,
2416,235,184.21,9.61,138.31,0.0000,0.0000,1,goal,
2417,182,-165.98,8.57,615.84,0.0110,0.0713,0,collision,
2418,37,-197.67,5.33,189.04,0.0085,0.1008,0,collision,
2419,251,270.02,11.61,535.93,0.0000,0.0007,1,goal,
2420,180,331.80,13.77,226.56,0.0000,0.0000,1,goal,
2421,124,-263.31,6.75,100.21,0.0161,0.3956,0,collision,
2422,92,294.13,26.02,-80.39,0.0000,0.0000,1,goal,
2423,182,311.38,14.43,529.15,0.0000,0.0000,1,goal,
701,327,260.39,7.91,1074.85,0.0000,0.0193,1,goal,
702,232,255.37,9.01,625.58,0.0000,0.0092,1,goal,
703,228,279.08,12.29,192.56,0.0000,0.0409,1,goal,
704,98,-137.89,13.37,157.27,0.0000,0.0332,0,collision,
705,117,275.58,14.54,120.87,0.0000,0.0058,1,goal,
706,260,323.14,9.34,1044.24,0.0000,0.0040,1,goal,
707,119,-100.55,18.12,220.34,0.0000,0.0000,0,collision,
708,3,-200.85,1.44,4.86,0.1050,0.0000,0,collision,
709,118,-108.77,17.42,140.93,0.0169,0.0204,0,collision,
710,206,-85.16,13.03,358.88,0.0000,0.0213,0,collision,
2424,208,-163.54,15.28,112.99,0.0000,0.0032,0,collision,
2425,56,-137.46,29.74,-21.87,0.0097,0.0128,0,collision,
2426,75,-136.00,17.87,132.24,0.0000,0.0190,0,collision,
2427,147,321.39,16.50,152.80,0.0000,0.0000,1,goal,
2428,239,226.07,10.97,166.92,0.0000,0.0048,1,goal,
2429,122,-82.35,23.73,-62.18,0.0000,0.0026,0,collision,
2430,91,-113.28,20.57,-81.76,0.0220,0.0000,0,collision,
2431,118,280.55,21.79,35.81,0.0000,0.0227,1,goal,
2432,179,-84.14,14.17,617.39,0.0000,0.0139,0,collision,
2433,171,323.21,15.66,91.77,0.0000,0.0033,1,goal,
2434,106,-96.44,23.16,-46.67,0.0126,0.0072,0,collision,
2435,120,303.96,20.61,9.53,0.0000,0.0308,1,goal,
2436,58,-176.70,8.80,465.26,0.0345,0.0363,0,collision,
2437,99,-124.00,13.77,212.88,0.0000,0.0214,0,collision,
2438,179,-126.18,11.92,97.87,0.0107,0.0107,0,collision,
2439,82,-173.01,8.46,255.43,0.0021,0.1150,0,collision,
2440,53,-163.82,11.87,262.73,0.0271,0.0464,0,collision,
2441,112,-106.47,19.70,100.85,0.0179,0.0039,0,collision,
2442,225,-132.55,9.23,702.43,0.0000,0.0030,0,collision,
2443,149,-133.99,8.68,711.51,0.0134,0.0186,0,collision,
2444,19,-188.15,7.49,145.02,0.0590,0.0000,0,collision,
2445,51,-168.85,13.64,35.24,0.0234,0.0000,0,collision,
2446,139,304.85,16.12,-151.13,0.0000,0.0480,1,goal,
2447,155,310.96,14.78,411.92,0.0000,0.0000,1,goal,
2448,48,-174.54,7.39,253.74,0.0054,0.0000,0,collision,
2449,212,275.89,12.68,429.57,0.0000,0.0196,1,goal,
2450,228,-127.07,11.45,417.11,0.0000,0.1043,0,collision,
2451,110,-102.58,17.72,179.91,0.0039,0.0000,0,collision,
2452,53,-155.02,21.76,-42.75,0.0093,0.0178,0,collision,
2453,203,-107.35,9.93,677.63,0.0060,0.0233,0,collision,
2454,360,196.24,7.58,1072.75,0.0000,0.0805,1,goal,
711,243,293.45,10.54,771.41,0.0000,0.0000,1,goal,
712,83,-188.27,4.91,370.41,0.0241,0.0000,0,collision,
713,131,309.25,19.71,-9.83,0.0000,0.0122,1,goal,
714,44,-170.38,15.91,100.19,0.0000,0.0000,0,collision,
715,155,319.28,18.02,110.51,0.0000,0.0000,1,goal,
716,207,312.01,13.50,122.32,0.0000,0.0000,1,goal,
717,54,-158.89,12.68,179.41,0.0000,0.0000,0,collision,
718,268,229.04,8.47,447.68,0.0000,0.0027,1,goal,
719,83,-228.11,6.90,141.72,0.0241,0.2649,0,collision,
720,121,-236.13,5.95,375.22,0.0000,0.2039,0,collision,
2455,75,-185.41,16.12,85.04,0.0000,0.0262,0,collision,
2456,124,-102.68,17.85,37.28,0.0161,0.0161,0,collision,
2457,141,314.08,17.38,164.78,0.0000,0.0000,1,goal,
2458,295,-139.80,7.06,1108.21,0.0002,0.0000,0,collision,
2459,167,-98.23,12.39,430.61,0.0066,0.0197,0,collision,
2460,223,301.70,11.30,824.53,0.0000,0.0025,1,goal,
2461,356,196.75,8.00,937.28,0.0000,0.0187,1,goal,
2462,207,-79.62,12.39,594.20,0.0036,0.0017,0,collision,
2463,119,303.42,18.26,60.00,0.0000,0.0081,1,goal,
2464,3,-201.24,1.10,4.26,0.0000,0.0000,0,collision,
2465,213,284.63,10.88,563.11,0.0000,0.0532,1,goal,
2466,164,339.38,16.99,157.20,0.0000,0.0000,1,goal,
2467,212,-71.37,12.28,791.59,0.0094,0.0230,0,collision,
2468,300,-203.39,6.94,747.17,0.0067,0.0584,0,collision,
2469,215,-86.07,10.46,781.94,0.0000,0.0037,0,collision,
2470,2,-200.32,1.04,2.51,1.0000,0.0000,0,collision,
2471,229,280.66,11.54,182.61,0.0000,0.0052,1,goal,
2472,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
2473,238,236.90,9.57,317.05,0.0000,0.0158,1,goal,
2474,213,345.25,12.83,470.60,0.0000,0.0000,1,goal,
2475,174,322.66,14.12,266.21,0.0000,0.0000,1,goal,
2476,38,-166.88,18.47,11.36,0.0526,0.0000,0,collision,
2477,216,321.73,11.55,633.26,0.0000,0.0018,1,goal,
2478,196,294.11,14.07,431.11,0.0000,0.0347,1,goal,
721,67,-159.51,11.85,127.92,0.0000,0.0141,0,collision,
722,109,305.41,22.71,-106.52,0.0000,0.0000,1,goal,
723,180,-220.53,8.49,268.62,0.0111,0.2439,0,collision,
724,122,-122.97,16.62,-13.88,0.0013,0.0688,0,collision,
725,215,-80.66,12.45,421.79,0.0000,0.0044,0,collision,
726,98,-111.43,21.26,-146.47,0.0000,0.0000,0,collision,
727,2,-201.66,0.00,0.10,0.4845,0.0000,0,collision,
728,310,228.54,7.25,608.29,0.0000,0.0075,1,goal,
729,75,-159.79,9.20,388.65,0.0000,0.0327,0,collision,
730,344,206.28,7.23,803.53,0.0000,0.0294,1,goal,
2479,117,-239.75,11.99,22.70,0.0164,0.1589,0,collision,
2480,327,-143.16,7.07,1229.26,0.0061,0.0001,0,collision,
2481,150,-91.99,12.87,535.80,0.0000,0.0094,0,collision,
2482,154,307.29,17.02,73.10,0.0000,0.0021,1,goal,
2483,255,248.78,8.95,478.89,0.0000,0.0000,1,goal,
2484,291,315.74,9.80,711.25,0.0000,0.0000,1,goal,
2485,114,-275.22,4.28,396.55,0.0175,0.3092,0,collision,
2486,92,-175.51,15.31,49.10,0.0217,0.2082,0,collision,
2487,206,356.46,14.41,197.44,0.0000,0.0129,1,goal,
2488,5,-202.11,1.38,7.31,0.0000,0.0000,0,collision,
2489,118,-92.74,20.36,-24.33,0.0169,0.0128,0,collision,
2490,131,-114.35,13.05,262.65,0.0112,0.0101,0,collision,
2491,178,305.86,12.96,209.63,0.0000,0.0101,1,goal,
2492,174,284.46,13.08,404.58,0.0000,0.0210,1,goal,
2493,209,322.37,10.94,702.72,0.0000,0.0027,1,goal,
2494,134,312.47,17.19,-17.00,0.0000,0.0000,1,goal,
2495,289,281.18,9.74,940.48,0.0000,0.0028,1,goal,
2496,238,338.64,12.12,826.58,0.0000,0.0000,1,goal,
2497,327,-123.80,7.94,1269.92,0.0000,0.0000,0,collision,
2498,232,300.93,11.89,400.17,0.0000,0.0340,1,goal,
2499,204,310.07,13.27,403.36,0.0000,0.0003,1,goal,
731,30,-174.36,19.51,29.57,0.0667,0.0123,0,collision,
732,142,280.53,14.47,17.77,0.0000,0.0000,1,goal,
733,236,280.38,9.68,797.38,0.0000,0.0000,1,goal,
734,2,-201.66,0.00,0.10,0.2749,0.0000,0,collision,
735,234,293.50,11.58,408.93,0.0000,0.0000,1,goal,
736,153,-115.47,9.81,815.88,0.0131,0.0136,0,collision,
737,232,299.39,9.94,861.18,0.0000,0.0584,1,goal,
738,25,-182.97,10.17,134.53,0.0000,0.0000,0,collision,
739,81,296.93,31.06,-135.58,0.0000,0.0078,1,goal,
740,169,244.30,12.87,238.86,0.0000,0.1246,1,goal,
2500,233,-139.66,14.34,69.88,0.0023,0.0033,0,collision,
2501,75,-148.17,13.04,166.77,0.0000,0.0737,0,collision,
2502,85,-266.06,1.14,97.14,0.0027,0.0000,0,collision,
2503,64,-153.27,14.24,101.43,0.0000,0.0000,0,collision,
2504,47,-161.14,14.84,46.89,0.0364,0.0000,0,collision,
2505,132,304.81,18.88,139.30,0.0000,0.0000,1,goal,
2506,23,-189.32,6.53,151.83,0.0000,0.0830,0,collision,
2507,237,284.59,10.73,761.04,0.0000,0.0000,1,goal,
2508,104,-164.37,10.14,251.78,0.0000,0.0000,0,collision,
2509,158,278.14,14.33,141.87,0.0000,0.0658,1,goal,
2510,149,-179.54,10.39,244.81,0.0080,0.0000,0,collision,
2511,161,287.27,11.34,637.91,0.0000,0.0847,1,goal,
2512,305,-194.91,6.84,998.62,0.0000,0.0677,0,collision,
2513,159,336.71,17.43,100.47,0.0000,0.0000,1,goal,
2514,25,-189.22,5.09,131.09,0.0198,0.0000,0,collision,
2515,88,-142.16,12.03,293.22,0.0122,0.0000,0,collision,
2516,213,-186.99,9.99,443.72,0.0000,0.1590,0,collision,
2517,270,214.80,8.29,381.22,0.0000,0.0118,1,goal,
2518,176,344.46,15.91,24.20,0.0000,0.0067,1,goal,
2519,101,-164.19,7.05,473.16,0.0035,0.0000,0,collision,
2520,99,299.74,23.42,-199.13,0.0000,0.0000,1,goal,
2521,203,280.03,11.99,177.18,0.0000,0.0230,1,goal,
2522,120,-121.43,17.46,237.31,0.0167,0.0411,0,collision,
2523,283,272.39,10.27,429.81,0.0000,0.0324,1,goal,
2524,155,313.62,16.04,427.68,0.0000,0.0481,1,goal,
2525,235,316.38,12.22,607.62,0.0000,0.0000,1,goal,
2526,230,-141.72,9.38,606.92,0.0033,0.0259,0,collision,
2527,91,-131.63,17.53,101.59,0.0099,0.0140,0,collision,
741,205,320.11,13.43,375.69,0.0000,0.0126,1,goal,
742,178,329.19,12.72,469.57,0.0000,0.0000,1,goal,
743,194,329.99,12.01,672.46,0.0000,0.0000,1,goal,
744,38,-172.54,11.90,198.29,0.0526,0.0000,0,collision,
745,168,308.53,13.18,544.29,0.0000,0.0000,1,goal,
746,201,333.88,14.12,246.54,0.0000,0.0001,1,goal,
747,153,-117.32,9.34,828.28,0.0000,0.0000,0,collision,
748,291,269.09,9.66,664.98,0.0000,0.0143,1,goal,
749,250,127.38,10.69,-69.41,0.0000,0.2689,1,goal,
750,252,309.76,11.62,715.45,0.0000,0.0000,1,goal,
2528,34,-187.09,10.58,59.12,0.0588,0.0000,0,collision,
2529,34,-186.64,8.49,123.46,0.0189,0.0000,0,collision,
2530,340,235.97,8.93,769.71,0.0000,0.0000,1,goal,
2531,118,303.24,20.71,233.56,0.0000,0.0000,1,goal,
2532,2,-200.32,1.04,2.51,0.0000,0.0000,0,collision,
2533,209,272.89,10.58,464.21,0.0000,0.0041,1,goal,
2534,126,-125.02,12.27,369.33,0.0000,0.0090,0,collision,
2535,47,-170.72,11.99,237.01,0.0419,0.0456,0,collision,
2536,253,220.39,11.27,178.79,0.0000,0.0345,1,goal,
2537,110,295.85,20.61,77.66,0.0000,0.0000,1,goal,
2538,210,320.02,13.65,300.53,0.0000,0.0000,1,goal,
2539,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
2540,25,-188.55,7.26,185.93,0.0157,0.0055,0,collision,
2541,195,314.24,11.87,778.37,0.0000,0.0000,1,goal,
2542,89,290.77,24.57,42.57,0.0000,0.0064,1,goal,
2543,158,282.67,14.75,100.13,0.0000,0.0000,1,goal,
2544,273,352.58,10.65,1012.98,0.0000,0.0000,1,goal,
2545,107,-150.77,10.92,440.60,0.0095,0.0000,0,collision,
2546,72,-172.40,9.43,155.46,0.0000,0.0463,0,collision,
2547,127,312.19,18.68,144.64,0.0000,0.0000,1,goal,
2548,301,252.25,9.48,662.89,0.0000,0.1051,1,goal,
2549,152,-83.00,15.98,175.97,0.0000,0.0090,0,collision,
2550,176,286.10,13.04,477.20,0.0000,0.0080,1,goal,
2551,230,284.14,10.11,525.21,0.0000,0.0096,1,goal,
2552,159,-168.12,10.71,295.14,0.0078,0.1473,0,collision,
2553,58,-161.44,15.29,-36.37,0.0325,0.0333,0,collision,
2554,123,294.24,22.84,-74.09,0.0000,0.0057,1,goal,
2555,229,-116.12,12.38,172.03,0.0086,0.0000,0,collision,
2556,3,-199.63,2.08,9.94,0.6667,0.0000,0,collision,
751,174,-214.67,7.84,258.13,0.0039,0.0132,0,collision,
752,47,-169.17,17.70,-29.06,0.0000,0.0532,0,collision,
753,175,-158.23,14.62,-60.45,0.0028,0.0237,0,collision,
754,259,-302.50,5.90,310.05,0.0077,0.1191,0,collision,
755,139,286.02,16.25,30.23,0.0000,0.0121,1,goal,
756,156,-87.71,15.04,543.87,0.0011,0.0000,0,collision,
757,31,-194.46,8.81,84.52,0.0000,0.0715,0,collision,
758,26,-182.89,7.91,198.60,0.0000,0.0000,0,collision,
759,203,-90.51,10.57,557.97,0.0019,0.0000,0,collision,
760,127,-207.88,5.12,560.21,0.0000,0.0110,0,collision,
2557,299,-360.99,7.90,29.29,0.0000,0.1326,0,collision,
2558,186,301.78,12.39,342.80,0.0000,0.0165,1,goal,
2559,239,302.60,10.91,549.67,0.0000,0.0000,1,goal,
2560,173,329.76,15.65,161.87,0.0000,0.0050,1,goal,
2561,222,284.48,11.49,480.36,0.0000,0.0000,1,goal,
2562,177,-172.61,7.99,411.08,0.0010,0.0480,0,collision,
2563,133,-139.43,10.89,622.02,0.0000,0.0051,0,collision,
2564,63,-149.12,17.51,44.88,0.0000,0.0284,0,collision,
2565,188,-88.90,11.51,747.73,0.0000,0.0113,0,collision,
2566,89,-123.58,17.69,-62.99,0.0005,0.0000,0,collision,
2567,101,294.45,21.84,-34.67,0.0000,0.0137,1,goal,
2568,176,267.26,11.80,437.00,0.0000,0.0036,1,goal,
2569,140,-95.21,14.56,559.08,0.0108,0.0254,0,collision,
2570,74,-157.84,14.66,-34.29,0.0085,0.0214,0,collision,
2571,276,-135.99,9.21,885.90,0.0048,0.0119,0,collision,
2572,204,243.94,10.86,196.06,0.0000,0.0000,1,goal,
2573,152,272.64,14.70,74.39,0.0000,0.0248,1,goal,
2574,62,-158.14,11.54,79.79,0.0255,0.0000,0,collision,
2575,30,-191.73,5.85,174.85,0.0567,0.0540,0,collision,
2576,190,251.27,12.39,145.53,0.0000,0.0034,1,goal,
2577,266,-149.77,8.37,854.72,0.0010,0.0098,0,collision,
2578,137,-85.19,15.96,62.05,0.0000,0.0000,0,collision,
2579,162,286.35,13.81,-4.84,0.0000,0.0038,1,goal,
2580,37,-169.24,15.49,67.44,0.0000,0.0000,0,collision,
2581,181,305.22,14.03,311.11,0.0000,0.0128,1,goal,
2582,253,218.27,9.59,497.02,0.0000,0.0003,1,goal,
761,341,-307.39,6.27,798.38,0.0000,0.2577,0,collision,
762,165,304.65,14.00,249.59,0.0000,0.0000,1,goal,
763,250,282.70,10.59,489.35,0.0000,0.0199,1,goal,
764,76,-163.58,9.49,203.73,0.0091,0.0000,0,collision,
765,176,346.32,17.00,545.16,0.0000,0.0000,1,goal,
766,188,291.50,13.41,161.22,0.0000,0.0162,1,goal,
767,2,-200.32,1.04,2.51,0.0000,0.0000,0,collision,
768,162,293.61,14.46,127.66,0.0000,0.0000,1,goal,
769,222,289.28,10.47,654.29,0.0000,0.0040,1,goal,
770,131,-144.56,9.00,598.88,0.0153,0.0000,0,collision,
2583,196,-205.00,13.45,-6.79,0.0048,0.0000,0,collision,
2584,331,286.79,8.74,913.51,0.0000,0.0187,1,goal,
2585,308,207.38,8.58,684.88,0.0000,0.0698,1,goal,
2586,301,308.63,9.34,1110.79,0.0000,0.0056,1,goal,
2587,326,190.44,7.76,852.37,0.0000,0.1299,1,goal,
2588,115,315.01,24.93,-222.49,0.0000,0.0058,1,goal,
2589,198,-78.59,13.46,320.28,0.0101,0.0000,0,collision,
2590,216,322.51,13.60,548.16,0.0000,0.0017,1,goal,
2591,239,-177.00,6.52,733.86,0.0047,0.0000,0,collision,
2592,305,245.50,7.42,1071.69,0.0000,0.0664,1,goal,
2593,149,279.12,15.59,157.91,0.0000,0.0282,1,goal,
2594,279,242.91,10.06,368.77,0.0000,0.0250,1,goal,
2595,335,-243.11,7.09,710.56,0.0060,0.0682,0,collision,
2596,327,251.64,7.24,957.54,0.0000,0.0250,1,goal,
2597,139,321.12,18.78,168.44,0.0000,0.0000,1,goal,
2598,135,-127.94,13.59,286.55,0.0000,0.0632,0,collision,
