episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason,route
868,204,-117.92,12.71,456.93,0.0019,0.0606,0,collision,
869,197,322.54,13.57,486.52,0.0000,0.0080,1,goal,
870,119,-130.77,13.93,471.83,0.0119,0.0133,0,collision,
871,246,-182.20,8.32,371.77,0.0050,0.0023,0,collision,
872,103,-227.74,2.94,200.11,0.0000,0.0000,0,collision,
873,89,-156.41,8.34,464.33,0.0115,0.0230,0,collision,
874,110,-136.84,10.13,536.46,0.0038,0.0224,0,collision,
875,3,-203.25,0.07,0.23,0.1092,0.0000,0,collision,
876,13,-193.79,5.72,71.42,0.1131,0.0000,0,collision,
877,138,-130.48,11.09,259.38,0.0013,0.0290,0,collision,
141,11,-198.76,5.34,104.16,0.0057,0.0000,0,collision,
142,55,-176.22,10.13,177.02,0.0191,0.0373,0,collision,
143,23,-205.31,3.70,81.36,0.0479,0.0000,0,collision,
144,6,-205.24,0.61,3.70,0.0429,0.0000,0,collision,
145,61,-180.05,8.59,295.33,0.0059,0.1048,0,collision,
146,159,-126.97,11.33,291.15,0.0056,0.0130,0,collision,
147,2,-200.32,1.04,2.51,0.0000,0.0000,0,collision,
148,113,-116.74,13.21,362.16,0.0141,0.0261,0,collision,
149,72,-157.08,12.94,299.34,0.0078,0.1253,0,collision,
150,164,-117.57,9.80,685.88,0.0081,0.0092,0,collision,
878,155,-156.21,10.47,670.79,0.0000,0.0287,0,collision,
879,42,-197.44,4.91,188.73,0.0120,0.0000,0,collision,
880,134,-82.56,22.70,79.20,0.0009,0.0041,0,collision,
881,72,-148.84,16.13,116.67,0.0110,0.0000,0,collision,
882,63,-169.90,11.87,322.59,0.0317,0.0000,0,collision,
883,114,-173.99,5.94,473.06,0.0065,0.0174,0,collision,
884,78,297.32,34.66,150.27,0.0000,0.0000,1,goal,
885,69,-144.24,18.08,71.42,0.0183,0.0635,0,collision,
886,57,-156.21,12.30,245.76,0.0063,0.0000,0,collision,
887,39,-172.29,14.96,142.20,0.0319,0.0159,0,collision,
888,60,-159.26,11.57,309.32,0.0127,0.0478,0,collision,
889,64,-204.84,4.59,208.90,0.0224,0.0000,0,collision,
890,121,-96.25,16.89,126.42,0.0033,0.0217,0,collision,
891,200,286.01,14.63,50.42,0.0000,0.0205,1,goal,
892,145,-121.07,13.77,164.05,0.0107,0.0000,0,collision,
893,125,-97.34,18.16,4.99,0.0008,0.0013,0,collision,
894,46,-168.46,12.98,324.81,0.0309,0.0000,0,collision,
895,189,-271.31,5.16,389.60,0.0041,0.0000,0,collision,
896,38,-184.70,5.42,159.22,0.0156,0.0000,0,collision,
897,60,-186.55,4.89,222.88,0.0132,0.0000,0,collision,
898,11,-209.52,1.12,12.32,0.0000,0.0000,0,collision,
899,55,-166.15,12.37,100.23,0.0314,0.0878,0,collision,
900,36,-172.89,16.80,118.41,0.0182,0.0286,0,collision,
901,89,-141.02,11.42,314.00,0.0065,0.0000,0,collision,
902,27,-199.61,4.21,93.77,0.0286,0.0000,0,collision,
903,2,-200.70,0.55,0.77,0.3103,0.0000,0,collision,
904,119,-132.40,11.47,323.07,0.0099,0.0238,0,collision,
905,119,-130.62,11.05,461.89,0.0136,0.0223,0,collision,
906,25,-186.36,12.83,146.88,0.0037,0.0037,0,collision,
907,87,-149.08,13.38,78.99,0.0197,0.0000,0,collision,
908,93,-141.27,14.52,247.59,0.0010,0.0139,0,collision,
909,39,-179.28,10.89,215.75,0.0000,0.1520,0,collision,
910,16,-196.38,6.52,118.40,0.0860,0.0000,0,collision,
911,203,306.18,12.03,813.23,0.0000,0.0003,1,goal,
912,30,-197.00,5.12,94.37,0.0000,0.0524,0,collision,
913,128,289.76,17.43,140.73,0.0000,0.0000,1,goal,
914,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
915,26,-184.89,8.02,135.10,0.0708,0.0000,0,collision,
916,225,353.90,12.70,767.70,0.0000,0.0022,1,goal,
917,29,-177.38,15.28,121.11,0.0413,0.0334,0,collision,
918,5,-203.30,1.13,6.02,0.0000,0.0000,0,collision,
919,39,-177.41,7.31,210.85,0.0302,0.0000,0,collision,
920,121,-181.94,5.90,317.16,0.0032,0.0000,0,collision,
921,44,-220.52,1.82,52.48,0.0103,0.0033,0,collision,
922,12,-210.63,0.97,7.78,0.0893,0.0000,0,collision,
923,19,-193.14,5.23,118.97,0.1053,0.0000,0,collision,
924,152,-96.57,14.56,520.89,0.0000,0.0075,0,collision,
925,135,-81.45,20.37,-42.75,0.0064,0.0033,0,collision,
926,40,-194.20,3.99,126.96,0.0163,0.0000,0,collision,
927,38,-191.88,5.71,166.01,0.0526,0.0000,0,collision,
928,224,305.88,10.45,638.80,0.0000,0.0101,1,goal,
929,25,-189.87,9.42,168.98,0.0247,0.0579,0,collision,
930,4,-202.52,0.64,1.30,0.3476,0.0000,0,collision,
151,18,-188.70,9.33,106.64,0.0116,0.0000,0,collision,
152,65,-149.49,17.51,172.89,0.0159,0.0196,0,collision,
153,50,-212.63,2.80,88.06,0.0253,0.0113,0,collision,
154,7,-207.85,0.48,2.71,0.1684,0.0000,0,collision,
155,32,-191.19,9.88,94.32,0.0440,0.1244,0,collision,
156,54,-156.23,19.76,139.04,0.0058,0.0272,0,collision,
157,9,-196.53,4.83,38.45,0.1331,0.0000,0,collision,
158,76,-153.31,9.48,376.43,0.0007,0.0477,0,collision,
159,130,-162.85,11.56,226.80,0.0017,0.0080,0,collision,
160,91,-132.79,19.45,22.18,0.0220,0.0087,0,collision,
931,152,-251.58,8.71,213.29,0.0091,0.0078,0,collision,
932,138,311.88,17.90,161.59,0.0000,0.0326,1,goal,
933,98,-129.57,14.31,278.41,0.0104,0.0105,0,collision,
934,148,320.37,20.02,-32.97,0.0000,0.0000,1,goal,
935,12,-207.44,1.66,15.61,0.1539,0.0515,0,collision,
936,156,-131.41,14.48,100.11,0.0071,0.0020,0,collision,
937,90,-290.63,1.16,64.12,0.0025,0.3401,0,collision,
938,195,317.97,13.30,540.32,0.0000,0.0827,1,goal,
939,73,-140.81,16.81,38.91,0.0146,0.0114,0,collision,
940,62,-175.00,12.87,119.06,0.0004,0.0033,0,collision,
941,7,-196.88,4.02,39.26,0.1109,0.0000,0,collision,
942,19,-193.45,5.08,61.50,0.1053,0.0000,0,collision,
943,139,-115.63,17.03,191.58,0.0112,0.0198,0,collision,
944,49,-158.29,18.28,56.54,0.0056,0.0212,0,collision,
945,32,-191.29,4.96,122.28,0.0344,0.1442,0,collision,
946,111,-132.30,13.47,158.95,0.0058,0.0000,0,collision,
947,163,323.28,16.97,448.45,0.0000,0.0000,1,goal,
948,115,-116.58,13.61,248.18,0.0174,0.0104,0,collision,
949,143,-92.90,15.71,164.81,0.0035,0.0178,0,collision,
950,90,-152.49,15.24,34.32,0.0050,0.0158,0,collision,
951,133,-106.38,13.09,556.86,0.0043,0.0322,0,collision,
952,5,-201.92,1.54,3.76,0.2556,0.0000,0,collision,
953,23,-210.16,2.54,46.81,0.0116,0.0000,0,collision,
954,87,-133.63,14.65,15.45,0.0039,0.0262,0,collision,
955,52,-182.00,11.52,126.83,0.0022,0.0302,0,collision,
956,70,-158.80,12.24,231.13,0.0201,0.0141,0,collision,
957,49,-167.21,14.67,129.32,0.0046,0.0183,0,collision,
958,116,301.87,19.93,277.38,0.0000,0.0000,1,goal,
959,6,-206.35,0.35,2.14,0.1941,0.0000,0,collision,
960,93,-189.83,7.82,149.34,0.0028,0.0000,0,collision,
961,64,-154.76,12.02,216.66,0.0144,0.0000,0,collision,
962,61,-175.52,11.83,62.53,0.0301,0.0413,0,collision,
963,5,-201.40,1.45,10.64,0.3843,0.0000,0,collision,
964,157,-152.21,9.25,515.66,0.0000,0.0447,0,collision,
965,23,-185.06,14.74,206.16,0.0202,0.0894,0,collision,
966,114,291.32,20.07,34.93,0.0000,0.0025,1,goal,
967,6,-199.14,2.65,23.52,0.3333,0.0000,0,collision,
968,189,343.71,13.62,684.04,0.0000,0.0256,1,goal,
969,173,299.53,16.36,429.08,0.0000,0.0221,1,goal,
970,125,312.84,22.72,153.59,0.0000,0.0000,1,goal,
971,7,-204.07,1.13,6.40,0.1960,0.0000,0,collision,
972,69,-164.51,9.19,299.73,0.0290,0.0381,0,collision,
973,57,-178.21,9.47,133.67,0.0116,0.0005,0,collision,
974,145,-201.79,7.16,474.56,0.0112,0.1062,0,collision,
975,151,-147.05,11.79,175.06,0.0033,0.0921,0,collision,
976,57,-164.39,12.13,182.62,0.0198,0.0000,0,collision,
977,115,-149.66,10.98,348.48,0.0113,0.0414,0,collision,
161,60,-193.47,10.34,102.17,0.0281,0.0000,0,collision,
162,18,-188.72,7.23,153.18,0.0925,0.0000,0,collision,
163,61,-221.09,4.92,173.61,0.0214,0.4278,0,collision,
164,26,-185.04,7.92,209.13,0.0351,0.0203,0,collision,
165,4,-202.38,0.51,1.04,0.1504,0.0000,0,collision,
166,71,-148.92,15.63,88.03,0.0110,0.0237,0,collision,
167,124,-211.92,5.56,366.57,0.0069,0.0030,0,collision,
168,125,-113.69,14.74,201.27,0.0139,0.0076,0,collision,
169,46,-168.10,13.36,224.13,0.0142,0.0448,0,collision,
170,130,315.34,19.02,206.47,0.0000,0.0010,1,goal,
978,93,-166.03,13.96,333.67,0.0215,0.0000,0,collision,
979,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
980,109,301.78,21.32,-24.05,0.0000,0.0185,1,goal,
981,2,-200.86,1.04,2.51,0.9491,0.3531,0,collision,
982,124,-145.13,10.72,366.27,0.0042,0.0104,0,collision,
983,178,281.02,15.71,552.23,0.0000,0.0070,1,goal,
984,89,-160.04,8.93,340.40,0.0177,0.0707,0,collision,
985,291,-110.80,10.37,687.27,0.0026,0.0101,0,collision,
986,5,-198.19,3.94,35.14,0.2552,0.0000,0,collision,
987,228,-331.22,5.13,372.41,0.0072,0.0277,0,collision,
988,70,-150.27,18.37,25.41,0.0201,0.0382,0,collision,
989,162,299.98,16.10,262.72,0.0000,0.0000,1,goal,
990,24,-196.45,9.29,117.16,0.0113,0.1312,0,collision,
991,83,-168.49,10.54,106.26,0.0030,0.0448,0,collision,
992,25,-203.31,3.56,97.25,0.0439,0.0040,0,collision,
993,7,-201.28,2.70,18.99,0.2161,0.3128,0,collision,
994,165,326.37,17.62,40.30,0.0000,0.0000,1,goal,
995,75,-160.21,9.47,439.88,0.0084,0.0443,0,collision,
996,13,-193.36,6.60,106.27,0.0000,0.0000,0,collision,
997,95,-139.80,16.04,253.94,0.0195,0.0733,0,collision,
998,209,317.25,13.68,374.83,0.0000,0.0017,1,goal,
999,49,-166.23,12.19,174.15,0.0065,0.0310,0,collision,
1000,33,-184.82,7.13,131.54,0.0000,0.0000,0,collision,
1001,10,-200.31,2.53,21.54,0.0000,0.0000,0,collision,
1002,195,-119.73,13.98,156.82,0.0016,0.0208,0,collision,
1003,170,324.22,14.81,330.34,0.0000,0.0000,1,goal,
1004,130,-135.05,12.65,445.87,0.0023,0.0132,0,collision,
1005,125,-174.78,10.12,452.06,0.0000,0.0000,0,collision,
1006,153,-95.13,16.98,382.58,0.0004,0.0123,0,collision,
1007,23,-189.86,6.05,132.33,0.0086,0.0000,0,collision,
1008,283,276.61,8.94,747.24,0.0000,0.0048,1,goal,
1009,140,327.66,20.09,-57.67,0.0000,0.0094,1,goal,
1010,90,301.09,28.23,50.82,0.0000,0.0000,1,goal,
1011,10,-209.35,0.88,6.65,0.1193,0.0000,0,collision,
1012,63,-190.08,10.77,126.17,0.0070,0.2452,0,collision,
1013,10,-209.49,0.78,9.10,0.0000,0.0000,0,collision,
1014,173,341.07,16.76,250.62,0.0000,0.0157,1,goal,
1015,137,-123.27,13.03,177.03,0.0109,0.0031,0,collision,
1016,58,-165.39,12.43,194.62,0.0000,0.1095,0,collision,
1017,60,-152.70,23.01,91.57,0.0000,0.0000,0,collision,
1018,33,-172.19,18.89,112.14,0.0406,0.0345,0,collision,
1019,126,309.83,19.60,163.87,0.0000,0.0000,1,goal,
171,196,248.85,13.02,435.02,0.0000,0.1419,1,goal,
172,63,-143.69,21.09,76.19,0.0223,0.0153,0,collision,
173,82,-187.83,6.72,209.59,0.0016,0.0367,0,collision,
174,215,213.68,11.92,461.61,0.0000,0.0000,1,goal,
175,150,-151.42,13.66,57.67,0.0108,0.0934,0,collision,
176,56,-163.38,15.53,127.42,0.0152,0.0049,0,collision,
177,56,-158.81,13.36,144.35,0.0038,0.0133,0,collision,
178,59,-140.11,25.26,51.21,0.0015,0.0166,0,collision,
179,117,315.67,22.62,-45.02,0.0000,0.0000,1,goal,
180,30,-185.50,10.65,119.18,0.0602,0.0331,0,collision,
1020,85,-196.59,11.21,387.21,0.0000,0.0258,0,collision,
1021,205,-188.88,7.80,592.25,0.0003,0.0729,0,collision,
1022,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
1023,116,318.72,24.73,-2.45,0.0000,0.0000,1,goal,
1024,84,-124.80,19.93,55.09,0.0130,0.0007,0,collision,
1025,79,-196.19,8.62,191.31,0.0135,0.1859,0,collision,
1026,175,266.13,14.87,599.42,0.0000,0.0098,1,goal,
1027,41,-174.66,13.73,54.10,0.0070,0.0736,0,collision,
1028,259,-138.88,8.99,630.58,0.0058,0.0214,0,collision,
1029,200,257.16,13.34,289.78,0.0000,0.1346,1,goal,
1030,142,317.06,17.75,294.56,0.0000,0.0064,1,goal,
1031,13,-200.52,4.70,63.77,0.0532,0.0000,0,collision,
1032,246,291.63,10.07,660.77,0.0000,0.0360,1,goal,
1033,22,-205.78,2.48,32.21,0.0034,0.0205,0,collision,
1034,53,-190.08,12.99,128.24,0.0111,0.0423,0,collision,
1035,61,-159.84,17.08,284.19,0.0157,0.0097,0,collision,
1036,97,297.01,24.23,-46.31,0.0000,0.0000,1,goal,
1037,4,-198.91,3.11,22.43,0.0168,0.0000,0,collision,
1038,223,-156.80,10.20,533.39,0.0023,0.0598,0,collision,
1039,45,-170.25,14.58,117.25,0.0010,0.0297,0,collision,
1040,105,-148.93,18.21,138.61,0.0102,0.0701,0,collision,
1041,186,325.34,15.13,125.58,0.0000,0.0089,1,goal,
1042,93,-140.98,16.66,258.09,0.0213,0.0086,0,collision,
1043,63,-163.28,14.42,207.94,0.0308,0.0505,0,collision,
1044,186,-279.93,4.76,386.21,0.0104,0.1126,0,collision,
1045,33,-190.59,12.24,186.72,0.0149,0.0689,0,collision,
1046,254,323.43,11.41,514.88,0.0000,0.0000,1,goal,
1047,109,-104.47,19.99,127.00,0.0085,0.0090,0,collision,
1048,78,-235.73,2.15,138.42,0.0093,0.0017,0,collision,
1049,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
1050,114,-144.46,7.77,516.20,0.0000,0.0133,0,collision,
1051,131,325.28,22.50,173.56,0.0000,0.0057,1,goal,
1052,49,-178.41,8.72,241.92,0.0000,0.0402,0,collision,
1053,135,330.51,22.32,-136.82,0.0000,0.0034,1,goal,
1054,3,-200.66,1.51,3.91,0.2402,0.0000,0,collision,
1055,82,-131.84,16.71,188.97,0.0000,0.0320,0,collision,
1056,54,-146.59,25.55,46.66,0.0031,0.0182,0,collision,
1057,75,-184.54,9.87,226.91,0.0113,0.0401,0,collision,
1058,6,-197.45,4.75,48.05,0.0000,0.0000,0,collision,
1059,65,-160.33,16.12,106.58,0.0067,0.0323,0,collision,
1060,99,-127.88,18.04,222.67,0.0104,0.0131,0,collision,
1061,16,-191.86,6.39,88.43,0.0715,0.0000,0,collision,
1062,15,-192.45,6.39,110.44,0.0040,0.0000,0,collision,
181,112,-124.26,17.83,109.42,0.0036,0.0108,0,collision,
182,262,330.31,9.38,986.44,0.0000,0.0049,1,goal,
183,95,-125.22,19.12,34.32,0.0000,0.0132,0,collision,
184,319,271.39,8.73,1036.28,0.0000,0.0354,1,goal,
185,105,-157.28,8.09,596.28,0.0138,0.0230,0,collision,
186,82,-130.90,18.72,-2.57,0.0000,0.0230,0,collision,
187,98,-173.90,7.95,451.52,0.0013,0.0303,0,collision,
188,103,-110.99,19.63,409.46,0.0127,0.0314,0,collision,
189,3,-203.35,0.00,0.20,0.2864,0.0000,0,collision,
190,122,306.37,18.64,64.27,0.0000,0.0000,1,goal,
1063,159,-181.97,18.60,305.80,0.0105,0.0000,0,collision,
1064,307,-138.37,8.84,648.63,0.0039,0.0013,0,collision,
1065,102,303.47,27.15,54.80,0.0000,0.0000,1,goal,
1066,102,-132.70,13.03,245.55,0.0101,0.0075,0,collision,
1067,62,-141.95,22.60,7.57,0.0000,0.0000,0,collision,
1068,26,-223.49,1.23,25.48,0.0554,0.0505,0,collision,
1069,72,-148.39,18.42,105.28,0.0021,0.0104,0,collision,
1070,159,-233.27,5.47,299.53,0.0123,0.0000,0,collision,
1071,229,290.88,11.02,479.59,0.0000,0.0000,1,goal,
1072,210,-181.25,12.47,142.98,0.0023,0.0167,0,collision,
1073,101,-141.12,13.25,344.25,0.0111,0.0245,0,collision,
1074,168,237.23,15.49,97.15,0.0000,0.0057,1,goal,
1075,35,-198.15,3.84,103.98,0.0081,0.0000,0,collision,
1076,34,-176.55,9.37,193.67,0.0376,0.0000,0,collision,
1077,352,-237.60,5.42,1137.93,0.0031,0.1355,0,collision,
1078,171,291.06,13.64,268.85,0.0000,0.0138,1,goal,
1079,78,-144.57,17.45,109.48,0.0016,0.0212,0,collision,
1080,52,-158.76,14.04,128.60,0.0004,0.0000,0,collision,
1081,189,-214.01,7.14,570.19,0.0037,0.0000,0,collision,
1082,113,301.43,20.60,52.08,0.0000,0.0355,1,goal,
1083,68,-216.77,4.97,257.19,0.0000,0.0540,0,collision,
1084,111,301.99,21.99,187.18,0.0000,0.0456,1,goal,
1085,147,281.57,16.72,131.12,0.0000,0.0000,1,goal,
1086,112,-105.35,24.18,150.87,0.0118,0.0120,0,collision,
1087,32,-180.56,7.82,181.74,0.0625,0.0000,0,collision,
1088,165,-198.12,8.10,547.66,0.0101,0.0694,0,collision,
1089,185,-122.14,13.07,433.08,0.0059,0.0067,0,collision,
1090,262,200.75,8.61,441.55,0.0000,0.0025,1,goal,
1091,185,290.58,13.10,247.95,0.0000,0.0191,1,goal,
1092,31,-182.81,7.43,161.28,0.0088,0.0000,0,collision,
191,3,-202.20,0.56,1.78,0.6033,0.0000,0,collision,
192,159,-141.02,12.12,158.64,0.0011,0.0000,0,collision,
193,63,-206.70,3.38,144.41,0.0113,0.0026,0,collision,
194,51,-166.96,13.06,143.51,0.0097,0.0669,0,collision,
195,125,319.76,20.67,306.55,0.0000,0.0000,1,goal,
196,51,-179.65,6.34,285.37,0.0187,0.0171,0,collision,
197,45,-173.05,12.95,142.88,0.0178,0.0535,0,collision,
198,116,303.94,22.32,223.34,0.0000,0.0021,1,goal,
199,45,-217.07,5.06,105.19,0.0178,0.4050,0,collision,
200,265,235.80,10.50,345.16,0.0000,0.0875,1,goal,
1093,121,-139.56,9.96,469.66,0.0000,0.0072,0,collision,
1094,3,-202.06,0.69,1.84,0.5690,0.0000,0,collision,
1095,90,-129.21,19.97,1.78,0.0068,0.0317,0,collision,
1096,275,180.04,9.35,704.43,0.0000,0.0216,1,goal,
1097,7,-201.23,1.88,10.11,0.1385,0.0000,0,collision,
1098,18,-195.04,6.97,152.66,0.0590,0.0000,0,collision,
1099,71,-163.56,9.79,370.86,0.0119,0.0484,0,collision,
1100,41,-170.93,14.65,104.82,0.0488,0.0393,0,collision,
1101,279,-142.57,7.79,855.91,0.0016,0.0019,0,collision,
1102,133,249.15,16.98,211.71,0.0000,0.0000,1,goal,
1103,153,-112.69,14.13,440.30,0.0066,0.0260,0,collision,
1104,226,-58.29,11.91,843.51,0.0032,0.0011,0,collision,
1105,45,-164.80,19.13,101.22,0.0089,0.0706,0,collision,
1106,237,-177.14,11.95,289.20,0.0071,0.1136,0,collision,
1107,37,-172.28,17.34,181.00,0.0000,0.0379,0,collision,
1108,75,-213.57,8.47,126.63,0.0248,0.2600,0,collision,
1109,39,-178.19,14.50,96.10,0.0092,0.0376,0,collision,
1110,134,-171.01,11.37,253.93,0.0149,0.0538,0,collision,
1111,264,287.73,9.91,687.30,0.0000,0.0132,1,goal,
1112,190,298.58,14.08,399.32,0.0000,0.0000,1,goal,
1113,53,-174.40,8.58,204.48,0.0344,0.0000,0,collision,
1114,220,-172.75,7.89,473.13,0.0091,0.1038,0,collision,
1115,107,-101.70,20.93,98.74,0.0026,0.0056,0,collision,
1116,27,-188.32,13.65,128.41,0.0459,0.0868,0,collision,
1117,180,328.65,14.32,508.37,0.0000,0.0000,1,goal,
1118,74,-134.36,20.03,156.57,0.0077,0.0000,0,collision,
1119,2,-200.32,1.04,2.51,0.7848,0.0000,0,collision,
1120,140,-97.76,15.35,223.27,0.0002,0.0463,0,collision,
1121,18,-207.42,2.03,34.77,0.0934,0.0000,0,collision,
1122,38,-197.02,6.54,147.17,0.0000,0.0290,0,collision,
1123,138,305.44,16.54,47.06,0.0000,0.0122,1,goal,
1124,26,-190.28,6.30,122.45,0.0196,0.0000,0,collision,
1125,189,269.22,14.02,240.89,0.0000,0.0254,1,goal,
1126,133,305.72,19.08,132.75,0.0000,0.0004,1,goal,
1127,208,263.41,8.60,640.16,0.0000,0.0366,1,goal,
1128,45,-215.13,6.26,122.87,0.0286,0.4339,0,collision,
1129,5,-205.87,0.00,0.40,0.2600,0.0000,0,collision,
1130,4,-201.39,1.56,10.04,0.0000,0.0000,0,collision,
1131,137,-88.98,16.11,170.59,0.0000,0.0016,0,collision,
201,209,-139.31,11.31,278.31,0.0096,0.0133,0,collision,
202,235,-247.60,4.63,605.59,0.0085,0.0737,0,collision,
203,82,-162.84,13.60,112.41,0.0042,0.0736,0,collision,
204,71,-172.10,12.32,217.81,0.0178,0.0859,0,collision,
205,93,-152.39,12.94,228.25,0.0064,0.0480,0,collision,
206,130,326.11,21.92,120.14,0.0000,0.0000,1,goal,
207,48,-169.31,12.16,115.39,0.0417,0.0000,0,collision,
208,54,-229.07,2.88,124.76,0.0112,0.0000,0,collision,
209,211,287.18,12.10,431.62,0.0000,0.0320,1,goal,
210,17,-194.09,6.20,139.09,0.1013,0.0000,0,collision,
1132,219,-355.84,7.44,232.77,0.0068,0.0000,0,collision,
1133,75,-232.40,2.46,120.28,0.0107,0.0000,0,collision,
1134,59,-148.96,19.36,119.92,0.0201,0.0000,0,collision,
1135,109,-107.18,19.70,18.43,0.0049,0.0000,0,collision,
1136,94,-193.35,6.16,306.54,0.0213,0.1317,0,collision,
1137,2,-201.66,0.00,0.10,0.0000,0.0000,0,collision,
1138,68,-210.55,5.76,174.42,0.0011,0.0166,0,collision,
1139,224,284.17,12.55,204.59,0.0000,0.0242,1,goal,
1140,292,182.28,10.42,432.25,0.0000,0.0880,1,goal,
1141,80,-174.96,11.94,137.27,0.0000,0.0293,0,collision,
1142,189,255.46,10.11,569.10,0.0000,0.1127,1,goal,
1143,160,-94.51,12.96,646.88,0.0000,0.0124,0,collision,
1144,62,-209.18,3.93,142.31,0.0000,0.0212,0,collision,
1145,92,-108.09,23.39,7.73,0.0000,0.0218,0,collision,
1146,2,-201.66,0.00,0.10,0.1205,0.0000,0,collision,
1147,3,-202.01,0.73,1.80,0.2017,0.0181,0,collision,
1148,271,-148.32,9.27,682.87,0.0074,0.0123,0,collision,
1149,114,-161.94,13.45,97.51,0.0147,0.0241,0,collision,
1150,107,-139.22,10.41,463.19,0.0121,0.0000,0,collision,
1151,212,-170.67,8.27,698.87,0.0066,0.0175,0,collision,
1152,262,296.38,9.73,603.12,0.0000,0.0098,1,goal,
1153,226,-128.12,9.56,631.79,0.0000,0.0037,0,collision,
1154,119,-192.78,5.16,455.10,0.0006,0.0000,0,collision,
1155,49,-167.02,19.43,44.51,0.0104,0.0426,0,collision,
1156,214,292.21,11.61,571.94,0.0000,0.0096,1,goal,
1157,213,-178.80,6.46,641.34,0.0027,0.0465,0,collision,
1158,225,302.91,10.20,663.28,0.0000,0.0000,1,goal,
1159,81,-276.94,1.08,51.05,0.0101,0.0000,0,collision,
1160,94,298.06,26.62,82.31,0.0000,0.0000,1,goal,
1161,15,-206.34,2.12,29.00,0.1208,0.0648,0,collision,
1162,27,-229.40,0.78,18.32,0.0138,0.0000,0,collision,
211,15,-195.43,6.86,127.96,0.0830,0.0000,0,collision,
212,43,-181.19,9.06,230.74,0.0154,0.0000,0,collision,
213,21,-184.40,11.32,159.04,0.0741,0.0000,0,collision,
214,289,354.02,9.76,1021.41,0.0000,0.0174,1,goal,
215,1,-200.00,0.00,0.00,0.0000,0.0000,0,collision,
216,278,-122.39,8.53,844.46,0.0046,0.0024,0,collision,
217,231,261.63,9.48,613.80,0.0000,0.0053,1,goal,
218,244,355.35,11.76,759.38,0.0000,0.0122,1,goal,
219,3,-201.53,0.69,2.61,0.0205,0.0000,0,collision,
220,202,-189.65,10.60,455.93,0.0056,0.0000,0,collision,
1163,239,-192.76,10.96,327.63,0.0001,0.0000,0,collision,
1164,112,-87.68,22.90,-112.17,0.0033,0.0053,0,collision,
1165,26,-201.20,2.85,56.67,0.0320,0.0000,0,collision,
1166,139,-153.26,10.01,502.23,0.0110,0.0361,0,collision,
1167,14,-194.18,4.78,78.67,0.0104,0.0000,0,collision,
1168,357,-73.25,7.20,1640.83,0.0019,0.0077,0,collision,
1169,177,273.97,13.34,283.64,0.0000,0.0044,1,goal,
1170,79,-161.62,15.29,120.59,0.0000,0.0301,0,collision,
1171,202,-104.76,10.77,756.91,0.0000,0.0049,0,collision,
1172,109,-210.11,6.08,246.38,0.0046,0.1724,0,collision,
1173,220,343.27,10.23,838.92,0.0000,0.0042,1,goal,
1174,114,300.91,19.60,121.58,0.0000,0.0097,1,goal,
1175,158,312.21,14.38,171.65,0.0000,0.0009,1,goal,
1176,37,-200.50,6.45,140.02,0.0312,0.2092,0,collision,
1177,225,279.35,11.84,475.49,0.0000,0.0048,1,goal,
1178,99,-137.77,15.31,241.89,0.0022,0.0206,0,collision,
1179,105,-102.76,22.47,-51.48,0.0098,0.0115,0,collision,
1180,174,-211.58,8.97,321.10,0.0088,0.0402,0,collision,
1181,90,-171.94,6.88,372.27,0.0070,0.1046,0,collision,
1182,136,-87.06,15.74,184.25,0.0013,0.0000,0,collision,
1183,148,-79.18,19.56,-74.17,0.0135,0.0009,0,collision,
1184,79,-170.82,12.01,211.07,0.0091,0.0928,0,collision,
1185,89,-211.44,7.52,121.46,0.0051,0.0840,0,collision,
1186,209,179.76,10.03,237.73,0.0000,0.0086,1,goal,
1187,52,-164.94,18.50,53.42,0.0159,0.0213,0,collision,
1188,213,-181.45,11.05,419.48,0.0021,0.1099,0,collision,
1189,210,-226.88,8.17,157.29,0.0028,0.0557,0,collision,
1190,310,-136.83,8.41,787.68,0.0005,0.0166,0,collision,
1191,36,-175.87,17.55,60.53,0.0491,0.0621,0,collision,
1192,3,-199.63,2.08,9.94,0.1871,0.0000,0,collision,
1193,9,-209.56,0.75,6.24,0.1383,0.0000,0,collision,
221,88,-136.47,17.24,-42.06,0.0034,0.0681,0,collision,
222,98,-124.70,14.56,194.32,0.0070,0.0000,0,collision,
223,83,-117.14,24.34,100.39,0.0036,0.0000,0,collision,
224,309,343.57,8.92,1007.31,0.0000,0.0121,1,goal,
225,73,-168.30,9.49,229.78,0.0077,0.0503,0,collision,
226,108,306.60,22.20,48.54,0.0000,0.0000,1,goal,
227,30,-180.42,9.46,144.63,0.0603,0.0000,0,collision,
228,171,321.15,13.51,467.49,0.0000,0.0000,1,goal,
229,319,286.25,8.95,1154.23,0.0000,0.0467,1,goal,
230,81,-138.38,15.99,83.09,0.0066,0.0170,0,collision,
1194,258,-337.47,7.64,203.28,0.0039,0.0000,0,collision,
1195,154,-82.77,14.82,381.05,0.0072,0.0000,0,collision,
1196,113,308.34,20.89,-31.11,0.0000,0.0019,1,goal,
