episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason
1,572,-570.38,1.19,169.65,0.0027,0.0000,0,collision
2,333,-381.37,1.83,206.78,0.0028,0.0000,0,collision
3,561,-550.27,1.54,187.04,0.0026,0.0000,0,collision
4,561,-550.92,1.17,170.48,0.0019,0.0113,0,collision
5,540,-511.61,1.50,189.72,0.0036,0.0187,0,collision
6,521,-548.68,1.17,84.45,0.0053,0.0000,0,collision
7,555,-578.70,1.10,180.96,0.0034,0.0132,0,collision
8,524,-557.71,1.15,206.07,0.0009,0.0046,0,collision
9,343,-369.18,1.98,270.57,0.0029,0.0000,0,collision
10,424,-469.20,1.37,142.46,0.0063,0.0088,0,collision
1,640,-679.62,0.93,181.84,0.0011,0.0347,0,collision
2,336,-390.93,1.74,74.35,0.0064,0.0273,0,collision
3,534,-498.96,1.40,208.18,0.0035,0.0000,0,collision
4,331,-386.26,1.82,108.00,0.0050,0.0003,0,collision
11,270,-316.13,2.25,212.06,0.0043,0.0090,0,collision
12,293,-289.16,2.60,156.64,0.0044,0.0000,0,collision
13,196,-262.96,3.31,126.24,0.0052,0.0000,0,collision
14,255,-297.81,2.28,99.11,0.0087,0.0016,0,collision
15,291,-346.65,2.12,89.89,0.0025,0.0124,0,collision
16,290,-316.10,2.52,175.74,0.0094,0.0104,0,collision
17,334,-351.17,2.07,160.14,0.0052,0.0079,0,collision
18,328,-344.06,1.83,104.92,0.0032,0.0084,0,collision
19,269,-313.86,2.23,177.12,0.0083,0.0055,0,collision
20,369,-371.51,2.27,105.45,0.0015,0.0088,0,collision
5,495,-477.86,1.71,229.96,0.0022,0.0000,0,collision
6,310,-343.81,1.88,195.23,0.0024,0.0041,0,collision
7,252,-301.78,2.72,157.69,0.0054,0.0566,0,collision
8,186,-252.14,3.15,201.89,0.0112,0.0000,0,collision
9,383,-354.48,2.11,109.67,0.0038,0.0161,0,collision
10,426,-427.38,1.86,230.47,0.0030,0.0471,0,collision
21,295,-262.66,4.11,333.79,0.0030,0.0014,0,collision
22,240,-293.82,2.41,91.15,0.0082,0.0022,0,collision
23,143,-234.05,4.94,114.96,0.0147,0.0000,0,collision
24,209,-249.15,3.47,98.71,0.0080,0.0000,0,collision
25,231,-265.90,3.72,143.78,0.0095,0.0042,0,collision
26,320,-334.56,1.90,146.63,0.0048,0.0155,0,collision
27,203,-243.16,4.44,111.74,0.0060,0.0157,0,collision
28,257,-323.56,2.34,155.44,0.0055,0.0000,0,collision
29,198,-275.51,2.85,121.08,0.0087,0.0000,0,collision
30,346,-386.22,1.74,153.57,0.0010,0.0013,0,collision
11,370,-326.69,3.24,96.68,0.0050,0.0022,0,collision
12,256,-326.32,2.60,145.49,0.0046,0.0000,0,collision
13,267,-314.67,2.27,97.89,0.0103,0.0284,0,collision
14,277,-307.34,2.98,160.00,0.0011,0.0025,0,collision
15,211,-278.05,3.26,121.56,0.0111,0.0000,0,collision
16,280,-318.83,2.10,48.37,0.0052,0.0066,0,collision
17,312,-299.38,3.59,216.29,0.0028,0.0125,0,collision
18,232,-252.42,3.12,127.69,0.0053,0.0000,0,collision
31,307,-329.79,2.02,106.17,0.0030,0.0033,0,collision
32,149,-237.77,4.05,80.96,0.0063,0.0067,0,collision
33,307,-307.11,2.83,200.04,0.0071,0.0000,0,collision
34,392,-426.40,1.75,131.66,0.0045,0.0114,0,collision
35,319,-321.63,2.92,168.41,0.0042,0.0173,0,collision
36,317,-348.79,2.43,176.08,0.0070,0.0000,0,collision
37,343,-357.15,2.44,172.50,0.0052,0.0089,0,collision
38,335,-355.07,1.84,118.49,0.0037,0.0077,0,collision
39,372,-419.54,1.63,123.29,0.0023,0.0064,0,collision
40,314,-346.10,1.91,175.16,0.0040,0.0018,0,collision
19,489,-469.09,1.85,148.66,0.0036,0.0074,0,collision
20,540,-512.71,1.53,209.16,0.0043,0.0014,0,collision
21,356,-346.54,2.64,177.32,0.0050,0.0073,0,collision
22,312,-316.75,2.91,331.74,0.0062,0.0032,0,collision
23,313,-309.90,3.73,173.60,0.0004,0.0107,0,collision
