episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason
1,297,-401.30,2.26,125.57,0.0045,0.0350,0,collision
2,162,-246.09,3.68,112.49,0.0115,0.0926,0,collision
3,186,-265.02,3.29,62.10,0.0071,0.0000,0,collision
4,240,-357.01,2.45,81.20,0.0049,0.0275,0,collision
5,206,-299.28,2.85,122.09,0.0065,0.0196,0,collision
6,248,-347.44,2.43,136.43,0.0050,0.0367,0,collision
7,205,-295.04,2.91,168.76,0.0048,0.0688,0,collision
8,255,-362.79,2.28,84.65,0.0041,0.0188,0,collision
9,220,-310.45,2.76,102.75,0.0068,0.0096,0,collision
10,279,-377.47,2.02,116.49,0.0052,0.0318,0,collision
1,206,-311.18,2.75,104.12,0.0031,0.0327,0,collision
2,349,-475.37,1.68,170.28,0.0030,0.0129,0,collision
3,280,-360.47,2.95,258.33,0.0052,0.0115,0,collision
4,144,-251.60,2.01,82.00,0.0000,0.0000,0,collision
5,198,-287.53,3.05,92.15,0.0063,0.0151,0,collision
6,254,-342.21,2.60,99.53,0.0063,0.0449,0,collision
7,247,-349.56,2.48,72.91,0.0040,0.0095,0,collision
8,232,-314.65,3.15,159.34,0.0015,0.0148,0,collision
11,205,-326.99,1.40,61.34,0.0000,0.0000,0,collision
12,343,-434.01,1.80,140.17,0.0063,0.0463,0,collision
13,160,-270.50,3.57,63.57,0.0054,0.1993,0,collision
14,265,-351.82,3.04,79.82,0.0072,0.0094,0,collision
15,265,-375.55,2.26,159.27,0.0024,0.0262,0,collision
16,150,-252.90,1.95,36.43,0.0000,0.0000,0,collision
17,372,-460.32,1.65,120.75,0.0012,0.0476,0,collision
18,252,-360.38,2.37,29.84,0.0075,0.0133,0,collision
19,221,-318.10,2.98,45.25,0.0039,0.0129,0,collision
20,243,-342.51,2.52,134.71,0.0029,0.0265,0,collision
9,354,-424.39,2.65,327.05,0.0042,0.0098,0,collision
10,311,-400.67,2.14,107.49,0.0047,0.0286,0,collision
11,194,-287.34,3.00,140.50,0.0062,0.0187,0,collision
12,196,-285.61,3.05,134.80,0.0051,0.0145,0,collision
13,261,-379.52,2.37,69.34,0.0035,0.0374,0,collision
14,201,-292.22,3.44,57.01,0.0123,0.0225,0,collision
15,181,-276.51,3.14,102.17,0.0059,0.0188,0,collision
16,270,-348.57,2.25,86.84,0.0036,0.0209,0,collision
17,210,-294.53,2.78,121.33,0.0102,0.0163,0,collision
21,166,-240.64,5.70,156.77,0.0031,0.0133,0,collision
22,120,-213.74,5.59,52.89,0.0112,0.0000,0,collision
23,113,-207.55,7.05,35.60,0.0118,0.0000,0,collision
24,151,-242.76,5.47,107.64,0.0068,0.0300,0,collision
25,153,-232.73,6.03,126.35,0.0136,0.0060,0,collision
26,136,-227.67,5.06,120.83,0.0139,0.0152,0,collision
27,143,-226.20,5.31,219.99,0.0022,0.0000,0,collision
28,112,-212.72,5.41,173.82,0.0067,0.0193,0,collision
29,219,-282.45,4.58,148.23,0.0058,0.0211,0,collision
30,153,-252.40,5.54,116.89,0.0073,0.0000,0,collision
18,163,-253.39,4.26,89.85,0.0164,0.0216,0,collision
19,215,-275.39,4.28,197.48,0.0068,0.0570,0,collision
20,217,-292.38,3.22,100.32,0.0060,0.0522,0,collision
21,155,-231.55,6.52,170.21,0.0058,0.0678,0,collision
22,216,-286.51,4.76,281.74,0.0090,0.0041,0,collision
23,135,-210.47,5.81,161.88,0.0257,0.0126,0,collision
24,118,-228.36,5.62,-16.72,0.0150,0.0000,0,collision
25,151,-239.88,5.35,147.12,0.0147,0.0244,0,collision
26,157,-241.01,5.00,112.50,0.0085,0.0193,0,collision
27,133,-248.32,4.94,86.36,0.0126,0.0000,0,collision
28,197,-261.09,5.97,261.06,0.0097,0.0128,0,collision
29,171,-253.26,4.82,7.02,0.0087,0.0107,0,collision
31,168,-236.64,6.78,40.29,0.0029,0.0587,0,collision
32,98,-194.24,6.83,138.35,0.0195,0.0014,0,collision
33,159,-229.70,6.59,301.00,0.0153,0.0412,0,collision
34,121,-210.48,7.13,116.44,0.0128,0.0827,0,collision
35,160,-228.08,7.06,174.19,0.0078,0.0213,0,collision
36,203,-251.20,6.20,167.27,0.0017,0.0409,0,collision
37,138,-255.00,4.39,91.22,0.0088,0.1425,0,collision
38,142,-217.96,7.92,204.07,0.0170,0.0292,0,collision
39,171,-243.78,6.45,207.99,0.0058,0.0240,0,collision
40,150,-217.05,7.00,232.46,0.0130,0.0053,0,collision
30,220,-267.11,6.26,267.48,0.0071,0.1014,0,collision
31,125,-188.66,9.25,130.63,0.0120,0.0038,0,collision
32,180,-246.40,5.79,146.67,0.0113,0.0050,0,collision
33,140,-207.75,8.10,159.45,0.0056,0.0319,0,collision
34,60,-163.75,15.41,-2.80,0.0044,0.0228,0,collision
35,168,-243.39,6.70,90.51,0.0146,0.0205,0,collision
36,113,-213.56,5.26,19.31,0.0078,0.0343,0,collision
37,170,-246.02,6.40,289.13,0.0115,0.0146,0,collision
38,99,-201.98,6.15,115.05,0.0248,0.0000,0,collision
39,171,-238.52,5.81,117.07,0.0080,0.0032,0,collision
40,134,-207.93,8.35,303.44,0.0092,0.0219,0,collision
41,150,-220.74,8.88,72.55,0.0148,0.0962,0,collision
42,143,-215.91,6.52,295.26,0.0104,0.0690,0,collision
43,122,-225.13,4.99,44.68,0.0140,0.0204,0,collision
41,147,-228.09,7.90,152.41,0.0177,0.0825,0,collision
42,147,-207.27,8.78,181.44,0.0092,0.0390,0,collision
43,126,-207.98,8.99,134.85,0.0070,0.0217,0,collision
44,167,-235.14,7.12,344.93,0.0045,0.0525,0,collision
45,246,-258.57,8.84,335.75,0.0048,0.0753,0,collision
46,192,-244.31,6.75,234.50,0.0037,0.1183,0,collision
47,176,-275.12,6.35,100.60,0.0067,0.0842,0,collision
48,182,-263.91,6.39,120.73,0.0019,0.1182,0,collision
49,131,-198.31,9.08,85.83,0.0210,0.0308,0,collision
50,152,-232.60,7.73,106.45,0.0182,0.1303,0,collision
44,222,-274.10,6.58,211.01,0.0057,0.0252,0,collision
45,170,-232.31,6.61,304.13,0.0089,0.0215,0,collision
