episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason
1,6,-203.79,0.35,2.91,0.1865,0.0000,0,collision
2,31,-212.20,1.38,26.31,0.0217,0.0000,0,collision
3,14,-205.74,1.29,27.36,0.0522,0.0000,0,collision
4,4,-201.30,0.28,0.58,0.2332,0.0738,0,collision
5,6,-203.92,0.29,1.52,0.1033,0.0000,0,collision
6,158,-268.79,1.26,133.14,0.0115,0.0016,0,collision
7,19,-206.85,1.44,13.20,0.0277,0.0000,0,collision
8,86,-194.67,4.03,264.17,0.0099,0.0395,0,collision
9,59,-217.59,2.22,88.53,0.0185,0.0000,0,collision
10,119,-261.89,1.07,88.80,0.0036,0.0000,0,collision
1,39,-210.84,3.13,75.79,0.0349,0.0220,0,collision
2,16,-207.72,0.88,11.26,0.0456,0.0274,0,collision
3,20,-212.78,0.63,9.23,0.0531,0.0000,0,collision
4,125,-249.23,1.74,146.50,0.0022,0.0106,0,collision
5,17,-213.24,0.37,5.18,0.0641,0.0175,0,collision
6,44,-190.83,6.01,163.63,0.0291,0.0623,0,collision
7,56,-219.83,1.54,63.36,0.0232,0.0000,0,collision
8,25,-215.88,0.94,15.58,0.0450,0.0585,0,collision
9,83,-232.41,2.01,101.95,0.0143,0.0175,0,collision
10,97,-246.78,1.15,67.91,0.0022,0.0000,0,collision
11,123,-259.57,1.14,103.16,0.0008,0.0033,0,collision
12,15,-203.86,1.29,16.02,0.0169,0.0000,0,collision
13,111,-228.53,2.33,185.50,0.0098,0.0000,0,collision
14,48,-233.71,0.56,19.18,0.0024,0.0055,0,collision
15,72,-202.63,2.54,136.45,0.0092,0.0120,0,collision
16,50,-215.67,1.85,52.02,0.0136,0.0180,0,collision
17,8,-199.85,2.06,12.74,0.1433,0.0000,0,collision
18,77,-223.14,1.60,68.91,0.0159,0.0129,0,collision
19,23,-206.29,0.93,11.06,0.0293,0.0000,0,collision
20,32,-219.38,0.73,17.35,0.0185,0.0000,0,collision
21,17,-217.31,0.09,1.70,0.0807,0.0398,0,collision
22,81,-212.14,2.50,137.59,0.0126,0.0000,0,collision
23,6,-201.13,1.15,9.24,0.0861,0.0000,0,collision
24,36,-218.53,0.89,26.20,0.0291,0.0000,0,collision
25,14,-210.43,0.30,2.29,0.0612,0.0000,0,collision
26,76,-224.18,1.56,82.92,0.0082,0.0063,0,collision
27,182,-287.36,1.22,168.19,0.0050,0.0032,0,collision
28,106,-211.22,2.53,193.89,0.0116,0.0000,0,collision
29,48,-226.62,0.51,15.89,0.0028,0.0000,0,collision
30,6,-200.91,1.46,5.93,0.2169,0.0000,0,collision
31,14,-200.89,1.64,18.53,0.0482,0.0452,0,collision
32,26,-223.67,0.22,4.06,0.0412,0.0000,0,collision
33,127,-268.49,0.93,77.72,0.0019,0.0000,0,collision
34,44,-223.39,1.07,31.56,0.0227,0.0171,0,collision
35,103,-265.13,0.89,70.41,0.0082,0.0000,0,collision
36,107,-230.78,1.99,134.56,0.0143,0.0366,0,collision
37,3,-199.90,1.06,2.50,0.3411,0.1172,0,collision
38,85,-242.07,1.03,52.14,0.0026,0.0000,0,collision
39,210,-274.98,1.56,200.91,0.0026,0.0000,0,collision
40,17,-210.68,0.94,11.19,0.0507,0.0000,0,collision
41,90,-227.38,1.64,84.05,0.0062,0.0000,0,collision
42,2,-199.77,0.77,1.42,0.7593,0.0000,0,collision
43,10,-204.33,1.05,10.21,0.0588,0.0648,0,collision
44,52,-226.79,1.10,56.52,0.0156,0.0000,0,collision
45,99,-217.45,2.33,168.30,0.0133,0.0000,0,collision
46,96,-249.38,1.17,82.36,0.0071,0.0052,0,collision
47,131,-282.52,0.75,64.57,0.0049,0.0163,0,collision
48,8,-202.53,1.04,6.55,0.0408,0.0000,0,collision
49,35,-218.36,0.81,18.47,0.0219,0.0000,0,collision
50,79,-230.70,1.39,66.52,0.0053,0.0000,0,collision
51,130,-276.99,0.74,64.86,0.0046,0.0040,0,collision
52,48,-207.52,2.40,66.79,0.0060,0.0025,0,collision
53,100,-223.20,1.85,112.34,0.0071,0.0000,0,collision
54,24,-199.34,3.79,57.01,0.0415,0.0985,0,collision
55,17,-208.77,0.91,11.81,0.0534,0.0000,0,collision
56,6,-204.25,0.38,2.38,0.0841,0.0000,0,collision
57,19,-203.11,1.55,13.52,0.0723,0.0268,0,collision
58,7,-201.40,0.91,1.52,0.0880,0.0000,0,collision
59,54,-203.16,2.82,74.80,0.0275,0.0000,0,collision
60,6,-202.83,0.52,2.89,0.0727,0.0000,0,collision
61,70,-223.80,1.37,60.14,0.0051,0.0095,0,collision
62,11,-201.90,1.79,19.10,0.1073,0.1425,0,collision
63,23,-208.23,1.92,28.01,0.0198,0.0000,0,collision
64,39,-212.15,2.03,69.20,0.0172,0.0000,0,collision
65,5,-200.29,1.20,1.29,0.0223,0.0000,0,collision
66,141,-270.59,1.42,128.35,0.0073,0.0000,0,collision
67,101,-261.03,0.67,38.87,0.0049,0.0000,0,collision
68,3,-200.47,0.59,1.80,0.2547,0.0000,0,collision
