episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason
1,65,-218.36,1.90,81.54,0.0105,0.0146,0,collision
2,82,-233.98,1.74,81.73,0.0211,0.0014,0,collision
3,79,-190.26,3.92,196.21,0.0049,0.0000,0,collision
4,37,-191.90,6.47,151.10,0.0260,0.0108,0,collision
5,35,-199.05,3.43,79.74,0.0445,0.0000,0,collision
6,9,-204.40,0.76,2.92,0.1169,0.0000,0,collision
7,32,-214.84,0.83,10.34,0.0229,0.0000,0,collision
8,61,-196.02,3.32,148.00,0.0127,0.0000,0,collision
9,63,-200.44,3.44,132.59,0.0265,0.0000,0,collision
10,21,-211.25,0.69,9.65,0.0114,0.0000,0,collision
1,5,-202.13,0.09,0.42,0.2183,0.0000,0,collision
2,9,-201.30,1.38,9.71,0.0579,0.0000,0,collision
3,14,-205.32,0.82,5.90,0.0357,0.0000,0,collision
4,3,-200.85,0.69,1.84,0.0530,0.0000,0,collision
5,28,-212.14,0.81,18.81,0.0436,0.0000,0,collision
6,68,-212.38,2.52,117.27,0.0109,0.0000,0,collision
7,36,-206.96,1.79,41.35,0.0089,0.0000,0,collision
8,78,-181.75,5.36,293.56,0.0058,0.0000,0,collision
9,53,-220.24,1.50,56.84,0.0089,0.0000,0,collision
10,7,-200.51,2.10,10.59,0.0766,0.0000,0,collision
11,146,-203.34,3.57,307.79,0.0093,0.0039,0,collision
12,9,-207.70,0.23,2.44,0.0454,0.0000,0,collision
13,6,-201.92,0.62,2.09,0.1740,0.0000,0,collision
14,38,-201.58,2.93,58.53,0.0109,0.0153,0,collision
15,2,-201.10,0.00,0.10,0.6428,0.0000,0,collision
16,9,-202.08,1.47,8.26,0.1143,0.0000,0,collision
17,30,-217.54,1.24,22.34,0.0089,0.0622,0,collision
18,39,-209.58,3.29,87.98,0.0119,0.0000,0,collision
19,69,-218.92,3.44,127.80,0.0113,0.0094,0,collision
20,9,-203.68,0.94,6.36,0.0612,0.0000,0,collision
21,85,-176.94,7.62,355.97,0.0082,0.0111,0,collision
