episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason
1,230,-54.38,3.77,134.02,0.0062,0.0485,0,off_road
2,237,-55.54,4.90,270.60,0.0063,0.0876,0,off_road
3,124,-27.30,5.45,85.38,0.0130,0.0103,0,off_road
4,149,-36.60,4.04,131.13,0.0073,0.0084,0,off_road
5,166,-39.35,4.35,177.53,0.0074,0.0336,0,off_road
6,209,-48.94,3.36,105.79,0.0044,0.0160,0,off_road
7,160,-37.06,4.14,123.73,0.0090,0.0402,0,off_road
8,279,-74.75,2.49,164.49,0.0034,0.0519,0,off_road
9,102,-22.11,6.90,116.41,0.0141,0.0457,0,off_road
10,160,-33.67,4.19,143.30,0.0114,0.0227,0,off_road
1,131,-30.20,4.69,186.49,0.0067,0.0023,0,off_road
2,180,-44.96,3.37,96.63,0.0172,0.0028,0,off_road
3,184,-40.96,4.48,68.51,0.0075,0.0179,0,off_road
4,167,-38.06,3.96,146.79,0.0092,0.0295,0,off_road
5,121,-26.90,4.93,135.57,0.0042,0.0000,0,off_road
6,271,-55.56,3.89,230.10,0.0060,0.0308,0,off_road
7,158,-51.63,1.84,53.10,0.0000,0.0000,0,stuck
8,176,-41.16,4.41,220.38,0.0080,0.0150,0,off_road
9,157,-43.10,3.86,71.16,0.0053,0.0134,0,off_road
10,138,-32.59,4.46,53.61,0.0053,0.0061,0,off_road
11,198,-43.21,3.86,197.45,0.0085,0.0294,0,off_road
12,153,-39.78,4.00,124.87,0.0029,0.0145,0,off_road
11,151,-35.11,4.05,43.92,0.0095,0.0505,0,off_road
12,155,-28.60,6.01,238.74,0.0055,0.0058,0,off_road
13,197,-47.66,3.43,152.44,0.0053,0.0294,0,off_road
14,121,-25.81,4.97,93.18,0.0062,0.0130,0,off_road
15,126,-26.98,4.83,186.00,0.0054,0.0085,0,off_road
16,191,-43.10,4.08,206.63,0.0051,0.0101,0,off_road
17,154,-35.70,3.70,72.00,0.0107,0.0145,0,off_road
18,200,-49.56,3.35,130.75,0.0119,0.0623,0,off_road
19,215,-47.58,3.85,134.42,0.0065,0.0134,0,off_road
20,121,-22.84,5.55,109.44,0.0073,0.0049,0,off_road
