episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason,total_timestep
6093,2,-199.501,4.611,64.983,0.121,0.000,0,collision,18176
6094,2,50.751,14.468,171.228,0.000,0.000,1,goal,18178
6095,35,-102.280,4.054,755.532,0.000,0.000,1,goal,18213
6096,2,50.352,4.549,64.032,0.156,0.370,1,goal,18215
6097,3,51.215,20.988,404.660,0.000,0.000,1,goal,18218
6098,1,49.897,6.943,28.396,0.000,0.000,1,goal,18219
6099,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18220
6100,2,-199.465,13.540,158.252,0.000,0.238,0,collision,18222
6101,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18223
6102,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18224
6103,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18225
6104,2,50.779,13.825,176.864,0.000,0.108,1,goal,18227
6105,3,51.053,21.028,422.949,0.000,0.001,1,goal,18230
6106,2,-199.510,12.734,109.812,0.000,0.104,0,collision,18232
6107,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18233
6108,1,-200.162,6.629,31.523,0.000,0.000,0,collision,18234
6109,5,-47.350,32.866,431.487,0.000,0.000,1,goal,18239
6110,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18240
6111,1,-199.873,7.290,34.996,0.000,0.000,0,collision,18241
6112,2,50.404,13.652,120.056,0.000,0.000,1,goal,18243
6113,3,-198.937,19.685,278.556,0.000,0.161,0,collision,18246
6114,1,49.772,5.657,15.063,0.000,0.000,1,goal,18247
6115,10,49.124,22.571,539.516,0.000,0.021,1,goal,18257
6116,2,50.349,12.463,75.369,0.000,0.068,1,goal,18259
6117,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18260
6118,2,-199.643,12.419,74.994,0.000,0.302,0,collision,18262
6119,3,50.987,19.641,299.787,0.000,0.000,1,goal,18265
6120,4,-198.259,26.903,403.418,0.000,0.111,0,collision,18269
6121,5,-200.513,12.817,394.552,0.161,0.168,0,collision,18274
6122,4,-198.587,16.354,404.360,0.090,0.402,0,collision,18278
6123,2,50.404,12.776,110.280,0.000,0.057,1,goal,18280
6124,2,-199.456,13.479,130.615,0.000,0.382,0,collision,18282
6125,7,-205.338,4.738,158.174,0.000,0.098,0,collision,18289
6126,4,-198.307,25.788,412.078,0.000,0.281,0,collision,18293
6127,2,-199.639,13.887,149.012,0.000,0.401,0,collision,18295
6128,3,-198.970,20.433,365.062,0.000,0.015,0,collision,18298
6129,1,-200.078,4.264,5.473,0.000,0.225,0,collision,18299
6130,4,51.966,26.306,421.270,0.000,0.000,1,goal,18303
6131,1,-199.758,7.099,38.903,0.000,0.156,0,collision,18304
6132,1,-200.000,0.000,0.000,0.000,0.000,0,collision,18305
6133,1,49.865,6.607,26.884,0.000,0.000,1,goal,18306
6134,18,27.509,6.317,544.664,0.000,0.111,1,goal,18324
6135,2,-199.652,4.563,64.240,0.417,0.529,0,collision,18326
6136,2,50.634,14.849,192.209,0.000,0.000,1,goal,18328
6137,5,-197.922,32.219,510.510,0.000,0.084,0,collision,18333
6138,4,-197.834,27.333,402.527,0.000,0.256,0,collision,18337
6139,2,50.530,13.973,136.598,0.000,0.000,1,goal,18339
6140,4,51.506,26.561,395.088,0.000,0.003,1,goal,18343
6141,2,-199.511,12.364,84.364,0.000,0.135,0,collision,18345
6142,4,-201.267,5.013,148.984,0.103,0.039,0,collision,18349
6143,5,52.890,32.858,551.192,0.000,0.000,1,goal,18354
6144,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18355
6145,1,-199.980,7.667,47.697,0.000,0.600,0,collision,18356
6146,2,-199.296,14.003,150.528,0.000,0.191,0,collision,18358
6147,2,50.450,13.498,118.330,0.000,0.036,1,goal,18360
6148,2,-199.501,12.625,97.426,0.000,0.000,0,collision,18362
6149,4,-198.099,26.583,424.381,0.000,0.171,0,collision,18366
6150,3,-198.716,21.259,406.224,0.000,0.000,0,collision,18369
6151,4,51.397,15.986,424.969,0.000,0.243,1,goal,18373
6152,2,50.279,12.367,74.544,0.000,0.129,1,goal,18375
6153,7,-202.743,9.603,365.569,0.000,0.097,0,collision,18382
6154,2,-199.536,12.115,82.042,0.000,0.191,0,collision,18384
6155,2,-199.988,12.368,84.407,0.000,0.380,0,collision,18386
6156,1,49.955,6.259,21.083,0.000,0.000,1,goal,18387
6157,1,-200.000,0.000,0.000,0.000,0.000,0,collision,18388
6158,3,51.391,20.018,407.825,0.000,0.000,1,goal,18391
6159,2,50.303,11.656,68.509,0.000,0.270,1,goal,18393
6160,3,-201.511,2.526,53.955,0.170,0.315,0,collision,18396
6161,3,-198.883,19.921,328.906,0.000,0.032,0,collision,18399
6162,3,-199.167,19.581,298.557,0.000,0.071,0,collision,18402
6163,3,-199.334,9.635,218.684,0.333,0.033,0,collision,18405
6164,4,-197.801,26.235,407.636,0.000,0.215,0,collision,18409
6165,3,50.873,18.945,264.329,0.000,0.019,1,goal,18412
6166,3,-198.928,20.552,342.651,0.000,0.003,0,collision,18415
6167,4,51.636,26.269,424.312,0.000,0.035,1,goal,18419
6168,6,-198.342,14.288,511.724,0.000,0.086,0,collision,18425
6169,3,51.232,19.245,338.017,0.000,0.000,1,goal,18428
6170,2,50.433,12.871,89.128,0.000,0.054,1,goal,18430
6171,3,-199.248,19.122,247.156,0.000,0.193,0,collision,18433
6172,9,-207.298,4.928,343.684,0.065,0.149,0,collision,18442
6173,2,50.562,12.604,108.367,0.000,0.039,1,goal,18444
6174,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18445
6175,4,-198.240,26.482,421.794,0.000,0.166,0,collision,18449
6176,18,22.563,2.066,224.844,0.000,0.007,1,goal,18467
6177,4,-198.425,15.634,413.021,0.106,0.187,0,collision,18471
6178,2,50.477,13.399,117.227,0.000,0.020,1,goal,18473
6179,2,-199.549,13.396,129.607,0.000,0.003,0,collision,18475
6180,5,-205.781,0.579,22.829,0.187,0.015,0,collision,18480
6181,6,53.223,36.377,630.242,0.000,0.000,1,goal,18486
6182,1,-199.909,6.248,25.279,0.000,0.000,0,collision,18487
6183,2,50.695,14.058,165.481,0.000,0.000,1,goal,18489
6184,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18490
6185,1,-200.000,0.000,0.000,0.000,0.000,0,collision,18491
6186,4,-199.323,5.807,167.584,0.250,0.172,0,collision,18495
6187,2,-199.427,12.514,107.375,0.000,0.000,0,collision,18497
6188,1,49.970,5.655,15.056,0.000,0.000,1,goal,18498
6189,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18499
6190,2,-199.417,13.245,140.682,0.000,0.364,0,collision,18501
6191,2,-199.097,14.253,198.948,0.000,0.139,0,collision,18503
6192,2,-199.616,12.549,107.766,0.000,0.468,0,collision,18505
6193,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18506
6194,1,50.208,7.127,39.072,0.000,0.000,1,goal,18507
6195,2,50.670,13.905,163.339,0.000,0.000,1,goal,18509
6196,8,48.350,14.153,498.150,0.000,0.117,1,goal,18517
6197,2,-199.192,13.808,176.611,0.000,0.000,0,collision,18519
6198,3,-199.746,5.883,114.454,0.000,0.163,0,collision,18522
6199,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18523
6200,5,-46.806,32.139,471.939,0.000,0.000,1,goal,18528
6201,1,49.948,5.064,16.658,0.000,0.000,1,goal,18529
6202,4,-198.505,26.481,400.715,0.000,0.151,0,collision,18533
6203,1,50.200,6.796,32.399,0.000,0.000,1,goal,18534
6204,3,-198.685,20.656,418.738,0.000,0.073,0,collision,18537
6205,1,-200.094,3.355,4.146,0.000,0.000,0,collision,18538
6206,1,-200.110,4.320,11.126,0.000,0.704,0,collision,18539
6207,2,50.598,14.747,190.671,0.000,0.085,1,goal,18541
6208,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18542
6209,1,-199.909,6.318,21.303,0.000,0.000,0,collision,18543
6210,2,-199.452,14.055,137.602,0.000,0.562,0,collision,18545
6211,2,50.413,4.358,61.097,0.150,0.363,1,goal,18547
6212,2,50.521,13.259,140.858,0.000,0.109,1,goal,18549
6213,2,50.557,12.545,96.606,0.000,0.012,1,goal,18551
6214,3,51.403,20.775,416.492,0.000,0.000,1,goal,18554
6215,10,44.149,9.783,560.377,0.000,0.049,1,goal,18564
6216,1,-199.730,7.372,40.550,0.000,0.000,0,collision,18565
6217,2,-199.640,13.054,90.854,0.000,0.528,0,collision,18567
6218,3,-199.072,19.195,269.109,0.000,0.301,0,collision,18570
6219,2,50.579,14.185,167.258,0.000,0.074,1,goal,18572
6220,4,-198.214,26.404,419.808,0.000,0.149,0,collision,18576
6221,2,49.992,4.208,58.801,0.309,0.428,1,goal,18578
6222,52,-302.665,0.076,78.256,0.000,0.000,0,collision,18630
6223,2,-199.837,9.947,72.579,0.000,0.060,0,collision,18632
6224,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18633
6225,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18634
6226,1,49.806,3.700,4.649,0.000,0.000,1,goal,18635
6227,12,-215.300,5.046,301.946,0.000,0.054,0,collision,18647
6228,5,-197.308,31.991,471.608,0.000,0.000,0,collision,18652
6229,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18653
6230,6,-46.642,26.943,506.826,0.046,0.000,1,goal,18659
6231,4,-47.857,26.559,411.887,0.000,0.000,1,goal,18663
6232,3,-199.155,19.989,284.455,0.000,0.321,0,collision,18666
6233,53,-302.293,0.300,166.975,0.000,0.000,0,collision,18719
6234,4,-198.245,26.288,396.027,0.000,0.126,0,collision,18723
6235,1,49.772,5.657,15.063,0.000,0.000,1,goal,18724
6236,2,-199.406,13.508,157.809,0.000,0.147,0,collision,18726
6237,3,-199.236,9.613,218.126,0.258,0.263,0,collision,18729
6238,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18730
6239,2,-199.501,4.655,65.661,0.327,0.287,0,collision,18732
6240,4,51.373,26.565,402.758,0.000,0.224,1,goal,18736
6241,5,102.747,26.673,523.849,0.000,0.000,1,goal,18741
6242,3,51.262,19.835,376.753,0.000,0.000,1,goal,18744
6243,1,50.348,8.396,52.687,0.000,0.000,1,goal,18745
6244,6,-200.177,14.962,423.493,0.134,0.013,0,collision,18751
6245,3,-199.160,10.342,236.795,0.177,0.316,0,collision,18754
6246,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18755
6247,3,-199.129,20.150,310.231,0.000,0.249,0,collision,18758
6248,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18759
6249,1,49.980,5.743,19.166,0.000,0.000,1,goal,18760
6250,4,51.962,27.168,394.721,0.000,0.000,1,goal,18764
6251,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18765
6252,3,51.111,20.682,397.192,0.000,0.000,1,goal,18768
6253,2,-199.307,14.327,184.364,0.000,0.036,0,collision,18770
6254,4,51.459,26.187,418.238,0.000,0.186,1,goal,18774
6255,7,-206.990,3.915,210.744,0.058,0.018,0,collision,18781
6256,3,-199.310,10.295,235.582,0.327,0.315,0,collision,18784
6257,2,-199.513,3.450,47.799,0.262,0.331,0,collision,18786
6258,5,-198.915,8.922,332.358,0.131,0.202,0,collision,18791
6259,8,50.775,20.166,807.515,0.000,0.090,1,goal,18799
6260,4,51.477,15.490,408.150,0.062,0.176,1,goal,18803
6261,3,-199.042,9.646,218.960,0.121,0.371,0,collision,18806
6262,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18807
6263,3,-198.958,20.305,337.242,0.000,0.233,0,collision,18810
6264,3,-198.686,20.974,399.263,0.000,0.067,0,collision,18813
6265,2,-199.658,13.593,119.401,0.000,0.044,0,collision,18815
6266,5,52.111,21.518,408.632,0.081,0.175,1,goal,18820
6267,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18821
6268,2,50.537,13.587,119.328,0.000,0.065,1,goal,18823
6269,3,-198.955,19.832,326.985,0.000,0.000,0,collision,18826
6270,4,-198.678,26.717,406.499,0.000,0.154,0,collision,18830
6271,2,-199.299,14.131,166.499,0.000,0.518,0,collision,18832
6272,1,-200.078,2.774,1.650,0.000,0.000,0,collision,18833
6273,2,-199.698,13.521,118.585,0.000,0.041,0,collision,18835
6274,5,-202.875,5.844,223.345,0.145,0.179,0,collision,18840
6275,1,-199.857,6.046,24.375,0.000,0.000,0,collision,18841
6276,2,-199.233,13.146,139.401,0.000,0.134,0,collision,18843
6277,2,-199.161,15.103,212.569,0.000,0.486,0,collision,18845
6278,2,-199.132,14.102,196.555,0.000,0.213,0,collision,18847
6279,2,-199.623,4.185,58.450,0.118,0.309,0,collision,18849
6280,2,50.603,14.332,154.837,0.000,0.123,1,goal,18851
6281,2,-199.341,14.465,171.185,0.000,0.000,0,collision,18853
6282,2,-199.330,13.576,158.756,0.000,0.104,0,collision,18855
6283,2,50.208,4.082,56.867,0.024,0.461,1,goal,18857
6284,2,50.666,14.550,172.380,0.000,0.101,1,goal,18859
6285,2,50.638,14.081,165.803,0.000,0.000,1,goal,18861
6286,1,-199.878,8.285,51.924,0.000,0.000,0,collision,18862
6287,1,49.820,5.082,20.094,0.000,0.000,1,goal,18863
6288,1,-199.725,8.495,53.368,0.000,0.695,0,collision,18864
6289,3,-198.825,20.688,397.334,0.000,0.300,0,collision,18867
6290,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18868
6291,3,51.140,20.509,392.998,0.000,0.000,1,goal,18871
6292,3,51.145,20.304,313.402,0.000,0.021,1,goal,18874
6293,3,-198.981,20.190,288.353,0.000,0.169,0,collision,18877
6294,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18878
6295,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18879
6296,2,50.699,14.025,137.232,0.000,0.091,1,goal,18881
6297,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18882
6298,4,48.129,6.758,194.188,0.000,0.000,1,goal,18886
6299,2,50.615,14.270,168.449,0.000,0.023,1,goal,18888
6300,5,52.355,33.047,464.230,0.000,0.010,1,goal,18893
6301,2,-199.827,4.676,65.988,0.396,0.787,0,collision,18895
6302,2,-199.476,13.021,90.540,0.000,0.016,0,collision,18897
6303,4,-198.546,15.922,422.778,0.104,0.441,0,collision,18901
6304,2,50.489,13.198,103.303,0.000,0.024,1,goal,18903
6305,1,-200.000,3.574,2.232,0.000,0.181,0,collision,18904
6306,2,50.574,12.813,110.695,0.000,0.077,1,goal,18906
6307,3,-199.043,19.641,299.787,0.000,0.111,0,collision,18909
6308,3,-198.556,21.000,422.232,0.000,0.206,0,collision,18912
6309,2,50.879,15.159,213.465,0.000,0.000,1,goal,18914
6310,6,-200.245,12.206,402.139,0.124,0.013,0,collision,18920
6311,1,50.321,8.311,52.106,0.000,0.000,1,goal,18921
6312,4,-198.605,15.766,417.476,0.067,0.299,0,collision,18925
6313,4,-198.374,26.922,403.897,0.000,0.005,0,collision,18929
6314,3,50.959,19.101,267.305,0.000,0.187,1,goal,18932
6315,2,-199.277,13.342,141.925,0.000,0.606,0,collision,18934
6316,2,-199.481,14.216,153.309,0.000,0.063,0,collision,18936
6317,2,-199.468,13.625,132.373,0.000,0.108,0,collision,18938
6318,6,44.189,3.498,142.763,0.000,0.000,1,goal,18944
6319,4,-198.636,25.434,407.054,0.000,0.050,0,collision,18948
6320,3,51.394,20.010,407.638,0.000,0.000,1,goal,18951
6321,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18952
6322,1,49.921,1.907,1.024,0.000,0.000,1,goal,18953
6323,4,52.012,26.901,424.540,0.000,0.000,1,goal,18957
6324,3,-198.705,21.174,404.129,0.000,0.002,0,collision,18960
6325,4,-198.518,15.823,419.400,0.020,0.248,0,collision,18964
6326,1,49.952,7.372,40.546,0.000,0.000,1,goal,18965
6327,2,-199.539,12.489,96.038,0.000,0.337,0,collision,18967
6328,2,-199.067,14.522,203.241,0.000,0.305,0,collision,18969
6329,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18970
6330,4,-199.494,10.416,311.153,0.000,0.001,0,collision,18974
6331,2,50.855,14.595,188.390,0.000,0.000,1,goal,18976
6332,5,53.069,32.563,545.485,0.000,0.000,1,goal,18981
6333,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18982
6334,1,0.000,0.000,0.000,0.000,0.000,0,not_found,18983
6335,6,51.839,15.138,532.326,0.000,0.013,1,goal,18989
6336,5,-47.344,32.411,483.612,0.000,0.000,1,goal,18994
6337,2,50.486,12.779,110.307,0.000,0.064,1,goal,18996
6338,2,-199.240,14.270,183.507,0.000,0.247,0,collision,18998
6339,2,-200.105,12.301,73.985,0.000,0.757,0,collision,19000
6340,2,50.419,13.587,119.328,0.000,0.051,1,goal,19002
6341,4,-198.325,26.236,423.465,0.000,0.179,0,collision,19006
6342,3,-199.073,18.764,240.691,0.000,0.126,0,collision,19009
6343,2,-199.425,13.566,144.832,0.000,0.430,0,collision,19011
6344,1,49.932,4.305,5.533,0.000,0.000,1,goal,19012
6345,2,50.516,13.696,120.556,0.000,0.050,1,goal,19014
6346,2,50.781,13.980,150.229,0.000,0.000,1,goal,19016
6347,2,-199.277,14.264,199.117,0.000,0.000,0,collision,19018
6348,2,-199.244,13.999,164.651,0.000,0.164,0,collision,19020
6349,2,-199.392,13.596,145.229,0.000,0.082,0,collision,19022
6350,2,-199.581,13.085,91.144,0.000,0.081,0,collision,19024
6351,3,50.717,19.926,261.801,0.000,0.193,1,goal,19027
6352,5,52.444,32.845,431.005,0.000,0.084,1,goal,19032
6353,2,50.508,13.403,117.264,0.000,0.032,1,goal,19034
6354,5,-47.459,32.374,544.977,0.000,0.000,1,goal,19039
6355,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19040
6356,2,50.495,4.203,58.722,0.347,0.000,1,goal,19042
6357,1,49.922,1.572,0.783,0.000,0.000,1,goal,19043
6358,2,-199.404,14.328,169.255,0.000,0.056,0,collision,19045
6359,53,-302.181,0.507,253.147,0.000,0.000,0,collision,19098
6360,2,-199.285,14.064,151.326,0.000,0.046,0,collision,19100
6361,1,-200.008,6.721,32.003,0.000,0.000,0,collision,19101
6362,1,-199.825,6.870,32.785,0.000,0.000,0,collision,19102
6363,3,50.998,20.246,312.210,0.000,0.024,1,goal,19105
6364,2,-199.171,14.226,182.845,0.000,0.235,0,collision,19107
6365,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19108
6366,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19109
6367,2,-199.744,12.242,73.479,0.000,0.651,0,collision,19111
6368,1,-200.000,0.000,0.000,0.000,0.000,0,collision,19112
6369,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19113
6370,2,-199.569,12.582,86.405,0.000,0.151,0,collision,19115
6371,2,-199.593,12.470,85.359,0.000,0.556,0,collision,19117
6372,5,53.231,32.696,579.577,0.000,0.000,1,goal,19122
6373,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19123
6374,5,-207.416,0.076,6.305,0.046,0.000,0,collision,19128
6375,12,-212.467,6.002,480.613,0.000,0.021,0,collision,19140
6376,2,-199.639,11.684,68.744,0.000,0.728,0,collision,19142
6377,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19143
6378,3,-199.159,10.145,231.726,0.164,0.319,0,collision,19146
6379,4,-197.795,27.333,402.527,0.000,0.256,0,collision,19150
6380,5,52.275,32.855,431.238,0.000,0.121,1,goal,19155
6381,3,-198.576,20.973,394.177,0.000,0.078,0,collision,19158
6382,5,52.126,21.977,423.225,0.137,0.112,1,goal,19163
6383,2,-199.522,13.926,136.034,0.000,0.011,0,collision,19165
6384,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19166
6385,2,50.382,11.615,68.159,0.000,0.197,1,goal,19168
6386,2,-199.498,11.926,80.282,0.000,0.185,0,collision,19170
6387,2,-199.662,13.271,104.057,0.000,0.087,0,collision,19172
6388,5,-198.662,14.033,430.846,0.000,0.044,0,collision,19177
6389,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19178
6390,3,51.550,20.879,419.135,0.000,0.000,1,goal,19181
6391,2,50.799,13.441,156.887,0.000,0.086,1,goal,19183
6392,3,-198.812,20.558,394.183,0.000,0.284,0,collision,19186
6393,4,-198.226,26.136,416.941,0.000,0.098,0,collision,19190
6394,2,50.348,12.408,84.777,0.000,0.355,1,goal,19192
6395,3,-199.294,10.470,177.749,0.000,0.000,0,collision,19195
6396,5,-197.536,31.906,472.644,0.000,0.000,0,collision,19200
6397,3,50.785,9.926,226.109,0.003,0.356,1,goal,19203
6398,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19204
6399,4,-198.512,26.235,423.438,0.000,0.229,0,collision,19208
6400,2,-199.479,12.616,97.332,0.000,0.044,0,collision,19210
6401,2,50.451,12.584,97.009,0.000,0.000,1,goal,19212
6402,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19213
6403,3,-198.599,21.622,404.932,0.000,0.272,0,collision,19216
6404,5,48.495,8.249,212.157,0.000,0.043,1,goal,19221
6405,5,53.042,32.284,508.479,0.000,0.000,1,goal,19226
6406,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19227
6407,21,-235.491,0.778,137.439,0.012,0.034,0,collision,19248
6408,1,49.915,4.818,9.434,0.000,0.000,1,goal,19249
6409,2,-199.218,14.312,199.894,0.000,0.449,0,collision,19251
6410,1,-199.857,8.217,51.458,0.000,0.778,0,collision,19252
6411,1,-200.000,0.000,0.000,0.000,0.184,0,collision,19253
6412,13,34.335,2.264,209.677,0.000,0.002,1,goal,19266
6413,4,50.545,4.650,132.249,0.150,0.012,1,goal,19270
6414,3,-198.726,21.259,401.134,0.000,0.000,0,collision,19273
6415,1,50.051,8.078,44.826,0.000,0.000,1,goal,19274
6416,5,52.470,32.041,444.852,0.000,0.054,1,goal,19279
6417,20,-231.371,1.936,318.573,0.037,0.000,0,collision,19299
6418,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19300
6419,1,49.820,5.082,20.094,0.000,0.000,1,goal,19301
6420,3,51.150,20.816,417.545,0.000,0.000,1,goal,19304
6421,1,-200.059,4.746,9.274,0.000,0.000,0,collision,19305
6422,4,51.844,26.137,420.935,0.000,0.005,1,goal,19309
6423,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19310
6424,7,-199.709,14.948,506.851,0.000,0.106,0,collision,19317
6425,5,-47.440,22.363,402.478,0.011,0.000,1,goal,19322
6426,2,50.804,14.227,182.866,0.000,0.139,1,goal,19324
6427,2,-199.616,12.446,95.597,0.000,0.066,0,collision,19326
6428,3,50.848,9.745,221.487,0.138,0.322,1,goal,19329
6429,4,-198.104,26.790,400.672,0.000,0.005,0,collision,19333
6430,4,-198.465,25.793,416.152,0.000,0.163,0,collision,19337
6431,3,50.327,8.163,183.169,0.000,0.014,1,goal,19340
6432,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19341
6433,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19342
6434,5,-197.474,22.363,402.478,0.061,0.197,0,collision,19347
6435,1,-200.175,7.406,40.754,0.000,0.000,0,collision,19348
6436,1,-200.041,5.689,18.966,0.000,0.000,0,collision,19349
6437,7,-205.307,4.651,161.221,0.000,0.096,0,collision,19356
6438,1,-200.065,7.230,34.679,0.000,0.191,0,collision,19357
6439,7,-47.130,22.339,814.598,0.000,0.147,1,goal,19364
6440,1,-200.000,0.000,0.000,0.000,0.001,0,collision,19365
6441,3,50.871,19.488,253.804,0.000,0.279,1,goal,19368
6442,2,-200.741,2.830,29.223,0.000,0.491,0,collision,19370
6443,9,-209.481,2.070,137.457,0.064,0.000,0,collision,19379
6444,1,-200.000,0.000,0.000,0.000,0.000,0,collision,19380
6445,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19381
6446,2,50.519,14.164,152.629,0.000,0.083,1,goal,19383
6447,1,50.168,6.965,33.286,0.000,0.000,1,goal,19384
6448,2,-199.612,11.985,80.826,0.000,0.179,0,collision,19386
6449,3,51.234,19.984,380.320,0.000,0.038,1,goal,19389
6450,3,-198.976,20.663,370.352,0.000,0.012,0,collision,19392
6451,3,51.378,20.763,416.195,0.000,0.000,1,goal,19395
6452,2,50.574,13.509,118.452,0.000,0.000,1,goal,19397
6453,5,49.033,12.064,312.513,0.000,0.007,1,goal,19402
6454,8,-211.545,0.581,37.742,0.063,0.078,0,collision,19410
6455,2,-199.571,14.855,192.308,0.000,0.160,0,collision,19412
6456,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19413
6457,7,-207.333,3.278,175.001,0.141,0.000,0,collision,19420
6458,2,-199.329,14.427,201.720,0.000,0.101,0,collision,19422
6459,3,-199.048,19.543,254.802,0.000,0.529,0,collision,19425
6460,1,-200.117,5.945,19.915,0.000,0.000,0,collision,19426
6461,3,-198.728,20.517,393.172,0.000,0.053,0,collision,19429
6462,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19430
6463,2,50.445,4.602,64.849,0.393,0.000,1,goal,19432
6464,4,-198.440,15.471,407.531,0.005,0.270,0,collision,19436
6465,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19437
6466,3,-199.224,10.239,234.126,0.068,0.461,0,collision,19440
6467,2,50.546,13.683,133.077,0.000,0.106,1,goal,19442
6468,7,-205.477,4.123,217.978,0.018,0.136,0,collision,19449
6469,28,-90.306,5.972,528.888,0.000,0.024,1,goal,19477
6470,1,50.167,7.488,36.040,0.000,0.000,1,goal,19478
6471,2,50.815,14.268,199.189,0.000,0.000,1,goal,19480
6472,2,-199.325,14.195,182.391,0.000,0.204,0,collision,19482
6473,3,-199.012,19.927,378.963,0.000,0.021,0,collision,19485
6474,1,-200.160,6.695,27.281,0.000,0.855,0,collision,19486
6475,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19487
6476,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19488
6477,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19489
6478,3,50.923,20.036,285.369,0.000,0.146,1,goal,19492
6479,5,48.144,7.297,175.037,0.000,0.140,1,goal,19497
6480,2,50.496,13.414,117.395,0.000,0.045,1,goal,19499
6481,3,50.942,19.260,270.364,0.000,0.168,1,goal,19502
6482,2,50.659,14.513,171.863,0.000,0.068,1,goal,19504
6483,2,50.476,12.172,72.885,0.000,0.082,1,goal,19506
6484,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19507
6485,2,-199.682,12.229,73.372,0.000,0.335,0,collision,19509
6486,3,-199.169,19.659,278.047,0.000,0.243,0,collision,19512
6487,3,-199.172,9.629,218.534,0.102,0.355,0,collision,19515
6488,2,50.416,12.828,99.506,0.000,0.010,1,goal,19517
6489,1,50.334,8.236,51.592,0.000,0.000,1,goal,19518
6490,3,-198.848,20.422,339.792,0.000,0.185,0,collision,19521
6491,8,-206.664,7.160,406.030,0.036,0.021,0,collision,19529
6492,7,-197.156,24.250,530.797,0.000,0.101,0,collision,19536
6493,3,-198.923,20.249,312.268,0.000,0.017,0,collision,19539
6494,12,-52.103,11.461,859.825,0.000,0.007,1,goal,19551
6495,1,-200.138,6.780,27.662,0.000,0.197,0,collision,19552
6496,2,50.286,4.432,62.237,0.327,0.500,1,goal,19554
6497,3,-198.908,20.658,418.802,0.000,0.008,0,collision,19557
6498,1,-200.237,6.856,28.005,0.000,0.038,0,collision,19558
6499,3,-199.034,19.916,353.220,0.000,0.354,0,collision,19561
6500,4,-198.349,16.054,394.590,0.050,0.038,0,collision,19565
6501,1,49.921,5.467,14.502,0.000,0.000,1,goal,19566
6502,4,48.016,3.257,81.725,0.000,0.156,1,goal,19570
6503,2,50.725,14.052,180.244,0.000,0.077,1,goal,19572
6504,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19573
6505,2,-199.974,4.628,65.256,0.042,0.489,0,collision,19575
6506,1,0.000,0.000,0.000,0.000,0.000,0,not_found,19576
