episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason,total_timestep
39516,1,-200.075,3.141,1.917,0.000,0.324,0,collision,123975
39517,23,-239.955,0.902,159.106,0.000,0.000,0,collision,123998
39518,3,51.107,21.319,402.603,0.000,0.079,1,goal,124001
39519,16,-225.565,0.984,127.676,0.033,0.003,0,collision,124017
39520,2,50.440,11.892,79.960,0.000,0.003,1,goal,124019
39521,2,-199.703,4.684,66.120,0.000,0.605,0,collision,124021
39522,1,-200.000,0.000,0.000,0.000,0.063,0,collision,124022
39523,3,-198.969,10.417,238.736,0.311,0.338,0,collision,124025
39524,3,-199.170,10.159,232.086,0.250,0.399,0,collision,124028
39525,3,-198.898,19.760,325.415,0.000,0.044,0,collision,124031
39526,3,50.828,9.649,219.049,0.305,0.327,1,goal,124034
39527,2,-199.648,11.919,70.733,0.000,0.308,0,collision,124036
39528,3,-198.565,20.679,419.325,0.000,0.000,0,collision,124039
39529,3,-199.112,19.245,270.066,0.000,0.081,0,collision,124042
39530,2,50.720,14.416,185.700,0.000,0.000,1,goal,124044
39531,1,50.152,6.939,37.939,0.000,0.000,1,goal,124045
39532,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124046
39533,2,-199.691,4.127,57.564,0.218,0.484,0,collision,124048
39534,3,51.211,20.638,369.774,0.000,0.374,1,goal,124051
39535,2,50.316,13.206,127.319,0.000,0.011,1,goal,124053
39536,1,50.223,6.327,29.944,0.000,0.000,1,goal,124054
39537,1,-199.636,8.245,51.653,0.000,0.000,0,collision,124055
39538,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124056
39539,1,49.871,4.715,9.207,0.000,0.000,1,goal,124057
39540,12,-210.020,9.504,527.093,0.000,0.102,0,collision,124069
39541,2,-199.923,12.315,74.106,0.000,0.461,0,collision,124071
39542,2,50.315,12.339,74.305,0.000,0.220,1,goal,124073
39543,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124074
39544,2,-199.215,14.432,185.933,0.000,0.478,0,collision,124076
39545,3,50.948,19.865,282.037,0.000,0.107,1,goal,124079
39546,2,-199.506,12.334,84.086,0.000,0.098,0,collision,124081
39547,3,-201.985,3.455,61.410,0.000,0.138,0,collision,124084
39548,2,-199.570,13.531,144.380,0.000,0.059,0,collision,124086
39549,2,50.401,13.064,113.480,0.000,0.007,1,goal,124088
39550,1,50.167,7.415,35.656,0.000,0.000,1,goal,124089
39551,2,-199.339,14.611,188.623,0.000,0.029,0,collision,124091
39552,2,-199.582,14.049,137.522,0.000,0.102,0,collision,124093
39553,2,-199.355,14.522,187.287,0.000,0.140,0,collision,124095
39554,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124096
39555,3,51.421,21.259,401.132,0.000,0.076,1,goal,124099
39556,4,-199.237,11.296,340.005,0.000,0.099,0,collision,124103
39557,13,-219.406,1.166,120.007,0.037,0.061,0,collision,124116
39558,3,51.210,19.906,378.448,0.000,0.059,1,goal,124119
39559,2,-199.105,14.531,187.425,0.000,0.000,0,collision,124121
39560,2,50.682,13.287,141.222,0.000,0.000,1,goal,124123
39561,5,-197.588,22.268,399.584,0.154,0.008,0,collision,124128
39562,3,-199.253,10.282,235.236,0.177,0.607,0,collision,124131
39563,2,-199.582,4.306,60.303,0.000,0.436,0,collision,124133
39564,2,-199.343,13.768,176.027,0.000,0.114,0,collision,124135
39565,3,-199.034,19.766,349.803,0.000,0.027,0,collision,124138
39566,3,-198.662,21.296,396.995,0.000,0.276,0,collision,124141
39567,3,-199.141,20.109,286.792,0.000,0.200,0,collision,124144
39568,2,50.466,12.704,98.236,0.000,0.009,1,goal,124146
39569,2,50.419,12.582,86.405,0.000,0.041,1,goal,124148
39570,4,-198.275,26.553,402.478,0.000,0.305,0,collision,124152
39571,5,-47.317,32.886,520.686,0.000,0.064,1,goal,124157
39572,1,-200.000,0.000,0.000,0.000,0.927,0,collision,124158
39573,1,50.172,7.142,39.164,0.000,0.000,1,goal,124159
39574,3,50.821,9.720,220.833,0.237,0.298,1,goal,124162
39575,3,51.108,20.145,333.757,0.000,0.000,1,goal,124165
39576,2,50.513,13.325,104.617,0.000,0.042,1,goal,124167
39577,2,50.387,4.319,60.492,0.099,0.425,1,goal,124169
39578,3,-198.714,20.551,367.771,0.000,0.173,0,collision,124172
39579,3,-198.897,19.676,323.619,0.000,0.228,0,collision,124175
39580,5,-203.289,3.644,135.829,0.197,0.102,0,collision,124180
39581,1,-200.031,5.309,14.035,0.000,0.000,0,collision,124181
39582,4,-198.446,26.361,394.004,0.000,0.019,0,collision,124185
39583,2,-199.118,14.295,199.614,0.000,0.287,0,collision,124187
39584,2,-199.610,13.832,176.970,0.000,0.000,0,collision,124189
39585,4,-197.930,27.440,393.748,0.000,0.006,0,collision,124193
39586,1,-200.063,5.033,9.907,0.000,0.096,0,collision,124194
39587,3,-198.471,20.446,408.150,0.000,0.295,0,collision,124197
39588,2,50.728,14.309,154.533,0.000,0.109,1,goal,124199
39589,2,50.213,11.915,80.172,0.000,0.281,1,goal,124201
39590,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124202
39591,2,50.604,13.948,149.810,0.000,0.022,1,goal,124204
39592,2,-199.412,13.584,119.300,0.000,0.074,0,collision,124206
39593,1,50.000,0.000,0.000,0.000,0.000,1,goal,124207
39594,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124208
39595,2,50.363,12.668,87.219,0.000,0.134,1,goal,124210
39596,2,50.444,12.627,108.629,0.000,0.032,1,goal,124212
39597,2,50.327,4.229,59.126,0.198,0.419,1,goal,124214
39598,7,-202.766,5.497,291.730,0.131,0.000,0,collision,124221
39599,2,-199.621,13.790,121.615,0.000,0.137,0,collision,124223
39600,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124224
39601,1,-200.040,8.118,45.066,0.000,0.991,0,collision,124225
39602,8,-207.134,4.293,193.117,0.000,0.027,0,collision,124233
39603,5,-198.600,14.485,403.210,0.000,0.042,0,collision,124238
39604,2,-199.751,4.580,64.503,0.286,0.424,0,collision,124240
39605,2,50.512,13.448,130.237,0.000,0.055,1,goal,124242
39606,2,50.335,11.900,70.572,0.000,0.325,1,goal,124244
39607,4,51.569,25.854,413.740,0.000,0.105,1,goal,124248
39608,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124249
39609,1,-199.990,5.926,19.846,0.000,0.018,0,collision,124250
39610,13,-217.387,2.459,148.677,0.000,0.021,0,collision,124263
39611,2,-199.275,14.620,173.366,0.000,0.152,0,collision,124265
39612,4,-198.609,26.148,425.206,0.000,0.000,0,collision,124269
39613,3,-199.190,10.128,231.270,0.028,0.390,0,collision,124272
39614,1,49.928,2.724,1.614,0.000,0.000,1,goal,124273
39615,5,52.846,33.084,554.114,0.000,0.000,1,goal,124278
39616,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124279
39617,2,50.529,12.452,95.661,0.000,0.000,1,goal,124281
39618,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124282
39619,2,50.523,13.224,140.399,0.000,0.000,1,goal,124284
39620,2,50.526,13.356,116.736,0.000,0.059,1,goal,124286
39621,1,-200.088,3.927,7.475,0.000,0.773,0,collision,124287
39622,2,50.754,14.629,173.500,0.000,0.000,1,goal,124289
39623,3,-198.900,19.376,317.170,0.000,0.000,0,collision,124292
39624,3,51.433,21.464,401.089,0.000,0.091,1,goal,124295
39625,3,51.310,21.255,406.130,0.000,0.073,1,goal,124298
39626,3,51.232,21.039,395.783,0.000,0.064,1,goal,124301
39627,2,50.520,13.653,120.067,0.000,0.070,1,goal,124303
39628,2,-199.426,14.151,152.457,0.000,0.371,0,collision,124305
39629,2,50.550,12.720,87.705,0.000,0.015,1,goal,124307
39630,2,-199.421,14.535,172.168,0.000,0.393,0,collision,124309
39631,2,-199.216,14.044,151.067,0.000,0.158,0,collision,124311
39632,1,50.086,7.860,49.014,0.000,0.000,1,goal,124312
39633,3,50.844,19.893,282.578,0.000,0.117,1,goal,124315
39634,5,-205.833,0.587,23.143,0.189,0.035,0,collision,124320
39635,2,50.329,12.675,77.180,0.000,0.325,1,goal,124322
39636,5,-47.547,21.780,416.941,0.046,0.186,1,goal,124327
39637,4,-198.484,16.080,395.437,0.057,0.344,0,collision,124331
39638,3,-198.473,21.297,397.000,0.000,0.000,0,collision,124334
39639,3,-198.820,20.044,408.490,0.000,0.000,0,collision,124337
39640,3,-198.706,21.060,406.434,0.000,0.000,0,collision,124340
39641,2,-199.423,13.070,101.986,0.000,0.041,0,collision,124342
39642,4,51.856,25.944,408.150,0.000,0.000,1,goal,124346
39643,14,-212.833,8.229,542.996,0.000,0.012,0,collision,124360
39644,2,50.349,12.350,94.620,0.000,0.019,1,goal,124362
39645,2,-199.512,12.955,124.310,0.000,0.068,0,collision,124364
39646,2,-199.380,13.594,132.001,0.000,0.039,0,collision,124366
39647,32,-254.860,1.695,435.459,0.006,0.005,0,collision,124398
39648,3,-199.602,2.482,51.392,0.110,0.000,0,collision,124401
39649,3,-198.779,19.440,318.543,0.000,0.114,0,collision,124404
39650,1,-199.878,8.285,51.924,0.000,0.000,0,collision,124405
39651,2,50.583,13.605,119.536,0.000,0.053,1,goal,124407
39652,6,-205.287,2.673,119.979,0.110,0.140,0,collision,124413
39653,3,51.085,19.038,266.112,0.000,0.002,1,goal,124416
39654,4,51.994,26.655,422.244,0.000,0.079,1,goal,124420
39655,2,-199.405,14.074,137.825,0.000,0.000,0,collision,124422
39656,4,-202.056,5.952,95.652,0.000,0.000,0,collision,124426
39657,5,43.939,2.204,67.376,0.000,0.000,1,goal,124431
39658,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124432
39659,1,-200.000,0.000,0.000,0.000,0.000,0,collision,124433
39660,3,-199.020,19.413,252.431,0.000,0.112,0,collision,124436
39661,3,-198.797,20.097,357.343,0.000,0.224,0,collision,124439
39662,2,-199.435,14.037,137.380,0.000,0.198,0,collision,124441
39663,2,50.817,14.053,180.269,0.000,0.000,1,goal,124443
39664,3,-198.909,20.180,385.026,0.000,0.230,0,collision,124446
39665,3,-198.940,20.367,389.554,0.000,0.111,0,collision,124449
39666,2,50.421,12.555,86.151,0.000,0.004,1,goal,124451
39667,2,-199.101,14.837,208.285,0.000,0.303,0,collision,124453
39668,2,50.494,4.095,57.077,0.500,0.000,1,goal,124455
39669,3,50.888,19.890,352.625,0.000,0.006,1,goal,124458
39670,2,-199.256,14.173,197.684,0.000,0.000,0,collision,124460
39671,3,-198.932,20.572,421.902,0.000,0.001,0,collision,124463
39672,2,-199.370,14.167,181.964,0.000,0.047,0,collision,124465
39673,3,-198.736,20.399,364.266,0.000,0.274,0,collision,124468
39674,3,51.007,19.070,266.723,0.000,0.000,1,goal,124471
39675,1,50.104,8.141,45.206,0.000,0.000,1,goal,124472
39676,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124473
39677,5,49.193,12.999,439.319,0.000,0.000,1,goal,124478
39678,2,-199.227,14.320,200.014,0.000,0.000,0,collision,124480
39679,10,-213.652,2.037,157.700,0.000,0.009,0,collision,124490
39680,18,-229.610,0.855,126.874,0.041,0.000,0,collision,124508
39681,2,-199.291,14.015,179.699,0.000,0.032,0,collision,124510
39682,2,50.427,4.369,61.267,0.106,0.320,1,goal,124512
39683,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124513
39684,3,-198.968,19.434,273.703,0.000,0.000,0,collision,124516
39685,2,50.419,13.483,143.763,0.000,0.000,1,goal,124518
39686,1,50.214,7.205,39.541,0.000,0.000,1,goal,124519
39687,2,50.324,12.507,96.224,0.000,0.009,1,goal,124521
39688,3,50.763,10.180,232.629,0.190,0.236,1,goal,124524
39689,3,-198.875,19.629,322.607,0.000,0.270,0,collision,124527
39690,1,-200.111,5.724,19.094,0.000,0.052,0,collision,124528
39691,1,-200.142,4.864,9.533,0.000,0.974,0,collision,124529
39692,3,-198.831,20.091,382.885,0.000,0.274,0,collision,124532
39693,5,-197.347,32.305,451.126,0.000,0.000,0,collision,124537
39694,1,-199.731,5.828,23.405,0.000,0.015,0,collision,124538
39695,9,-208.685,5.385,393.370,0.104,0.017,0,collision,124547
39696,2,-200.153,11.540,76.697,0.000,0.439,0,collision,124549
39697,1,-199.625,8.639,54.360,0.000,0.158,0,collision,124550
39698,3,-198.896,20.101,332.801,0.000,0.008,0,collision,124553
39699,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124554
39700,3,51.061,19.642,322.870,0.000,0.017,1,goal,124557
39701,5,-47.008,33.011,553.177,0.000,0.000,1,goal,124562
39702,2,50.247,12.900,100.241,0.000,0.245,1,goal,124564
39703,2,-199.402,12.855,111.152,0.000,0.014,0,collision,124566
39704,2,50.243,12.633,76.815,0.000,0.264,1,goal,124568
39705,5,48.190,7.642,188.203,0.000,0.151,1,goal,124573
39706,2,-199.646,12.102,81.916,0.000,0.628,0,collision,124575
39707,2,-200.108,12.800,78.252,0.000,0.409,0,collision,124577
39708,1,50.214,8.249,51.680,0.000,0.000,1,goal,124578
39709,2,-199.538,13.732,160.920,0.000,0.086,0,collision,124580
39710,2,50.643,12.972,112.458,0.000,0.071,1,goal,124582
39711,3,-198.960,19.199,290.801,0.000,0.008,0,collision,124585
39712,2,-199.400,12.790,110.434,0.000,0.046,0,collision,124587
39713,3,-198.734,20.164,334.175,0.000,0.229,0,collision,124590
39714,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124591
39715,5,-47.436,21.709,414.687,0.146,0.000,1,goal,124596
39716,2,50.329,12.675,77.180,0.000,0.326,1,goal,124598
39717,3,51.394,20.427,407.676,0.000,0.000,1,goal,124601
39718,6,53.419,37.001,747.058,0.000,0.010,1,goal,124607
39719,4,51.517,27.110,400.877,0.000,0.000,1,goal,124611
39720,5,52.501,31.951,472.671,0.000,0.000,1,goal,124616
39721,1,-200.000,0.000,0.000,0.000,0.990,0,collision,124617
39722,4,51.667,25.756,411.250,0.000,0.002,1,goal,124621
39723,5,-205.570,1.489,54.945,0.035,0.007,0,collision,124626
39724,3,-199.241,10.033,228.839,0.094,0.325,0,collision,124629
39725,7,-200.669,8.576,459.352,0.052,0.144,0,collision,124636
39726,2,-199.706,14.007,137.009,0.000,0.078,0,collision,124638
39727,2,50.603,13.564,144.803,0.000,0.030,1,goal,124640
39728,3,51.011,19.781,325.880,0.000,0.006,1,goal,124643
39729,4,52.038,26.552,411.715,0.000,0.000,1,goal,124647
39730,2,-199.706,14.355,155.142,0.000,0.017,0,collision,124649
39731,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124650
39732,2,-199.393,13.290,116.007,0.000,0.139,0,collision,124652
39733,1,-200.052,5.805,19.396,0.000,0.000,0,collision,124653
39734,2,50.548,13.572,144.908,0.000,0.000,1,goal,124655
39735,2,50.290,12.422,95.350,0.000,0.019,1,goal,124657
39736,3,-198.923,9.963,227.041,0.333,0.224,0,collision,124660
39737,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124661
39738,2,50.109,13.075,125.746,0.000,0.059,1,goal,124663
39739,1,50.318,8.739,55.047,0.000,0.000,1,goal,124664
39740,3,-198.644,20.105,410.041,0.000,0.051,0,collision,124667
39741,2,50.677,13.195,140.029,0.000,0.000,1,goal,124669
39742,3,-199.159,5.737,125.700,0.333,0.243,0,collision,124672
39743,3,-199.319,19.497,253.954,0.000,0.064,0,collision,124675
39744,4,-197.997,27.221,399.781,0.000,0.000,0,collision,124679
39745,16,-223.363,1.279,158.220,0.026,0.062,0,collision,124695
39746,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124696
39747,2,50.576,13.605,119.536,0.000,0.053,1,goal,124698
39748,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124699
39749,3,50.959,20.144,287.472,0.000,0.000,1,goal,124702
39750,2,-199.333,15.157,213.429,0.000,0.046,0,collision,124704
39751,6,-200.688,10.527,407.373,0.000,0.046,0,collision,124710
39752,2,50.648,13.774,134.181,0.000,0.091,1,goal,124712
39753,5,-203.367,5.907,145.428,0.000,0.000,0,collision,124717
39754,3,-198.831,19.855,351.830,0.000,0.319,0,collision,124720
39755,14,30.577,1.423,152.035,0.040,0.000,1,goal,124734
39756,1,-200.097,7.486,36.031,0.000,0.000,0,collision,124735
39757,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124736
39758,2,-199.360,13.896,135.670,0.000,0.058,0,collision,124738
39759,4,-198.372,26.033,422.244,0.000,0.079,0,collision,124742
39760,2,50.879,14.400,201.292,0.000,0.000,1,goal,124744
39761,2,-199.239,14.646,189.155,0.000,0.080,0,collision,124746
39762,4,52.088,27.202,395.546,0.000,0.000,1,goal,124750
39763,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124751
39764,3,-198.838,20.139,358.313,0.000,0.116,0,collision,124754
39765,2,49.911,11.205,93.017,0.000,0.012,1,goal,124756
39766,10,51.995,21.487,882.641,0.000,0.042,1,goal,124766
39767,11,-216.129,0.783,67.764,0.064,0.065,0,collision,124777
39768,3,51.471,20.915,425.359,0.000,0.000,1,goal,124780
39769,3,51.317,20.792,422.207,0.000,0.084,1,goal,124783
39770,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124784
39771,3,-199.310,9.648,219.026,0.158,0.667,0,collision,124787
39772,2,50.353,13.198,103.303,0.000,0.022,1,goal,124789
39773,3,-198.809,19.404,317.772,0.000,0.023,0,collision,124792
39774,4,-198.529,15.820,419.325,0.173,0.325,0,collision,124796
39775,2,50.629,13.710,146.704,0.000,0.000,1,goal,124798
39776,6,-202.846,7.060,336.279,0.064,0.000,0,collision,124804
39777,2,-199.462,12.866,111.279,0.000,0.021,0,collision,124806
39778,2,-199.340,13.950,163.966,0.000,0.085,0,collision,124808
39779,3,-199.356,18.828,241.843,0.000,0.212,0,collision,124811
39780,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124812
39781,1,-199.786,5.544,18.429,0.000,0.393,0,collision,124813
39782,2,-199.325,13.980,150.229,0.000,0.428,0,collision,124815
39783,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124816
39784,2,-199.567,13.664,120.197,0.000,0.391,0,collision,124818
39785,3,-199.095,10.128,231.270,0.333,0.282,0,collision,124821
39786,3,-198.718,20.357,411.168,0.000,0.000,0,collision,124824
39787,2,-200.020,11.622,68.221,0.000,0.396,0,collision,124826
39788,2,50.745,15.029,194.934,0.000,0.000,1,goal,124828
39789,3,-198.951,20.639,344.554,0.000,0.135,0,collision,124831
39790,3,50.842,10.309,235.936,0.111,0.253,1,goal,124834
39791,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124835
39792,8,41.835,2.677,141.685,0.000,0.000,1,goal,124843
39793,1,-200.031,7.420,35.680,0.000,0.000,0,collision,124844
39794,2,50.597,13.588,119.337,0.000,0.082,1,goal,124846
39795,2,50.559,13.375,142.353,0.000,0.075,1,goal,124848
39796,2,-199.643,4.448,62.483,0.102,0.399,0,collision,124850
39797,3,-198.763,20.431,365.001,0.000,0.281,0,collision,124853
39798,10,-215.640,0.775,62.261,0.080,0.093,0,collision,124863
39799,1,50.203,7.955,44.078,0.000,0.000,1,goal,124864
39800,15,31.541,5.589,487.375,0.000,0.018,1,goal,124879
39801,3,-199.148,10.189,232.860,0.069,0.468,0,collision,124882
39802,1,49.979,7.057,33.770,0.000,0.000,1,goal,124883
39803,3,-199.060,19.575,321.434,0.000,0.065,0,collision,124886
39804,1,-200.000,0.000,0.000,0.000,0.930,0,collision,124887
39805,3,-198.913,21.295,396.958,0.000,0.230,0,collision,124890
39806,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124891
39807,1,50.227,8.808,55.527,0.000,0.000,1,goal,124892
39808,2,50.581,14.350,169.563,0.000,0.034,1,goal,124894
39809,4,-203.719,2.352,68.428,0.088,0.000,0,collision,124898
39810,3,-198.991,20.399,417.497,0.000,0.214,0,collision,124901
39811,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124902
39812,2,50.721,14.361,155.211,0.000,0.145,1,goal,124904
39813,2,-199.491,14.085,151.605,0.000,0.218,0,collision,124906
39814,2,-199.155,14.745,206.813,0.000,0.144,0,collision,124908
39815,1,-200.138,7.080,33.890,0.000,0.162,0,collision,124909
39816,4,51.139,15.976,424.616,0.097,0.233,1,goal,124913
39817,5,-203.997,1.776,63.756,0.185,0.140,0,collision,124918
39818,8,-211.832,0.495,33.249,0.083,0.000,0,collision,124926
39819,2,50.637,15.040,195.096,0.000,0.000,1,goal,124928
39820,11,-217.687,0.636,57.553,0.041,0.037,0,collision,124939
39821,5,-201.884,4.734,171.472,0.009,0.284,0,collision,124944
39822,1,-200.076,2.748,1.632,0.000,0.000,0,collision,124945
39823,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124946
39824,2,50.163,4.601,64.840,0.114,0.500,1,goal,124948
39825,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124949
39826,1,49.892,3.743,7.073,0.000,0.000,1,goal,124950
39827,2,50.686,14.884,192.742,0.000,0.000,1,goal,124952
39828,6,-197.271,19.233,599.523,0.000,0.079,0,collision,124958
39829,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124959
39830,8,-46.461,21.508,811.581,0.000,0.000,1,goal,124967
39831,1,50.138,6.365,30.144,0.000,0.000,1,goal,124968
39832,2,-199.630,12.610,76.625,0.000,0.260,0,collision,124970
39833,2,50.458,12.436,95.500,0.000,0.030,1,goal,124972
39834,1,0.000,0.000,0.000,0.000,0.000,0,not_found,124973
39835,3,50.957,19.125,267.765,0.000,0.063,1,goal,124976
39836,10,-211.189,4.984,315.904,0.000,0.105,0,collision,124986
39837,5,-203.649,4.980,89.481,0.000,0.000,0,collision,124991
39838,2,-199.553,13.288,115.981,0.000,0.071,0,collision,124993
39839,3,-199.545,9.345,153.291,0.000,0.032,0,collision,124996
39840,4,-198.206,25.738,406.872,0.000,0.220,0,collision,125000
39841,1,100.009,9.183,64.686,0.000,0.000,1,goal,125001
39842,1,0.000,0.000,0.000,0.000,0.000,0,not_found,125002
39843,2,-200.095,4.377,61.393,0.064,0.460,0,collision,125004
39844,3,-199.100,10.278,235.134,0.246,0.634,0,collision,125007
39845,2,50.652,14.254,168.224,0.000,0.048,1,goal,125009
39846,3,50.972,19.755,258.664,0.000,0.075,1,goal,125012
39847,2,50.323,13.534,118.737,0.000,0.216,1,goal,125014
39848,2,50.496,13.118,102.485,0.000,0.026,1,goal,125016
39849,1,-200.148,5.099,16.786,0.000,0.787,0,collision,125017
39850,3,-199.316,9.871,224.697,0.014,0.302,0,collision,125020
39851,2,-199.540,12.365,84.372,0.000,0.080,0,collision,125022
39852,1,49.889,5.463,21.783,0.000,0.000,1,goal,125023
39853,1,49.936,6.947,37.986,0.000,0.000,1,goal,125024
39854,1,-200.305,3.113,7.602,0.000,0.961,0,collision,125025
39855,1,0.000,0.000,0.000,0.000,0.000,0,not_found,125026
39856,2,50.609,12.917,123.848,0.000,0.100,1,goal,125028
39857,1,-200.088,3.627,4.543,0.000,0.000,0,collision,125029
39858,3,-198.961,18.839,242.043,0.000,0.147,0,collision,125032
39859,1,49.869,4.996,16.406,0.000,0.000,1,goal,125033
39860,2,-199.232,15.019,211.214,0.000,0.149,0,collision,125035
39861,1,0.000,0.000,0.000,0.000,0.000,0,not_found,125036
39862,3,-199.225,10.067,229.713,0.000,0.339,0,collision,125039
39863,2,-199.814,12.404,74.862,0.000,0.079,0,collision,125041
39864,1,-200.079,1.681,0.861,0.000,0.219,0,collision,125042
39865,4,-197.741,26.544,415.450,0.000,0.000,0,collision,125046
39866,8,-204.879,5.084,312.137,0.111,0.197,0,collision,125054
39867,4,-198.377,25.945,416.044,0.000,0.154,0,collision,125058
39868,4,-198.518,26.010,417.692,0.000,0.325,0,collision,125062
39869,3,51.022,20.118,333.174,0.000,0.142,1,goal,125065
39870,2,-199.700,12.474,85.395,0.000,0.304,0,collision,125067
39871,3,51.387,20.248,413.652,0.000,0.000,1,goal,125070
39872,3,-198.859,20.152,384.359,0.000,0.020,0,collision,125073
39873,2,-199.389,14.501,202.903,0.000,0.089,0,collision,125075
39874,4,51.989,26.238,415.589,0.000,0.025,1,goal,125079
39875,4,-198.937,11.295,358.992,0.111,0.057,0,collision,125083
39876,5,-47.069,32.397,544.671,0.000,0.000,1,goal,125088
39877,1,-200.098,3.542,4.418,0.000,0.692,0,collision,125089
39878,3,-198.876,20.381,363.847,0.000,0.296,0,collision,125092
39879,2,-199.492,12.300,83.765,0.000,0.011,0,collision,125094
39880,1,-199.704,7.776,42.989,0.000,0.000,0,collision,125095
39881,2,-199.681,4.403,61.782,0.000,0.410,0,collision,125097
39882,1,50.171,7.395,35.550,0.000,0.000,1,goal,125098
39883,4,-198.535,15.609,412.178,0.065,0.468,0,collision,125102
39884,3,51.142,20.971,404.243,0.000,0.000,1,goal,125105
39885,2,-199.528,13.466,161.948,0.000,0.029,0,collision,125107
39886,1,50.241,7.287,40.035,0.000,0.000,1,goal,125108
39887,3,-198.859,20.379,416.985,0.000,0.000,0,collision,125111
39888,4,-199.202,4.937,140.643,0.146,0.214,0,collision,125115
39889,2,50.836,14.678,205.733,0.000,0.000,1,goal,125117
39890,3,-198.988,19.909,305.264,0.000,0.367,0,collision,125120
39891,3,51.261,19.978,330.132,0.000,0.303,1,goal,125123
39892,3,-199.764,5.894,114.717,0.000,0.304,0,collision,125126
39893,2,50.222,4.235,59.206,0.264,0.472,1,goal,125128
39894,3,51.106,20.219,335.375,0.000,0.011,1,goal,125131
39895,3,-198.806,20.065,332.032,0.000,0.040,0,collision,125134
39896,1,49.943,6.857,32.719,0.000,0.000,1,goal,125135
39897,9,-211.286,2.047,141.451,0.091,0.017,0,collision,125144
39898,3,-199.032,19.291,250.218,0.000,0.322,0,collision,125147
39899,2,50.671,14.664,173.993,0.000,0.054,1,goal,125149
39900,6,-207.521,1.419,63.529,0.053,0.012,0,collision,125155
39901,1,-199.780,6.938,33.142,0.000,0.524,0,collision,125156
39902,4,-198.209,25.943,415.995,0.000,0.184,0,collision,125160
39903,5,53.252,32.271,507.356,0.000,0.000,1,goal,125165
39904,2,-199.649,12.099,125.984,0.000,0.278,0,collision,125167
39905,1,50.045,6.345,25.713,0.000,0.000,1,goal,125168
39906,1,-199.940,6.695,31.867,0.000,0.000,0,collision,125169
39907,7,-207.305,2.323,122.784,0.096,0.018,0,collision,125176
39908,4,-198.460,26.309,396.519,0.000,0.000,0,collision,125180
39909,5,52.205,31.918,441.928,0.000,0.200,1,goal,125185
39910,1,-200.067,6.568,26.711,0.000,0.000,0,collision,125186
39911,2,50.689,13.260,127.976,0.000,0.070,1,goal,125188
39912,3,-198.832,20.056,356.412,0.000,0.145,0,collision,125191
39913,2,50.623,14.316,154.623,0.000,0.000,1,goal,125193
39914,2,50.137,4.326,60.608,0.054,0.449,1,goal,125195
39915,1,0.000,0.000,0.000,0.000,0.000,0,not_found,125196
39916,2,50.121,4.075,56.760,0.018,0.397,1,goal,125198
39917,1,0.000,0.000,0.000,0.000,0.000,0,not_found,125199
39918,3,-199.092,10.385,237.896,0.000,0.350,0,collision,125202
39919,1,-200.075,2.637,1.551,0.000,0.202,0,collision,125203
39920,2,50.697,14.678,174.188,0.000,0.096,1,goal,125205
39921,2,50.846,14.355,200.581,0.000,0.000,1,goal,125207
39922,3,-198.424,20.736,415.498,0.000,0.319,0,collision,125210
39923,25,-241.425,1.705,343.055,0.000,0.013,0,collision,125235
39924,2,-199.695,11.994,80.915,0.000,0.125,0,collision,125237
39925,2,-199.495,13.325,104.617,0.000,0.169,0,collision,125239
39926,1,-200.000,0.000,0.000,0.000,0.000,0,collision,125240
39927,5,-46.932,32.267,508.993,0.000,0.000,1,goal,125245
39928,5,-47.025,32.132,506.303,0.000,0.000,1,goal,125250
39929,1,0.000,0.000,0.000,0.000,0.000,0,not_found,125251
